,Unnamed: 0,CANT,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO
1116,1116,1,965.4,0.0,413.55,965.4,413.55,551.85
1117,1117,5,606.0,236.6,236.6,3030.0,1182.99,369.4
1118,1118,10,398.0,0.0,113.64,3980.0,1136.37,284.36
1119,1119,1,1157.93,0.0,187.54,1157.93,187.54,970.39
1120,1120,1,,0.0,,4500.0,1088.23,
1121,1121,2,699.52,0.0,66.79,1399.04,133.59,632.73
1122,1122,1,462.0,220.0,220.0,462.0,220.0,242.0
1123,1123,3,299.8,0.0,59.54,899.4,178.63,240.26
1124,1124,2,155.0,62.95,62.95,310.0,125.91,92.05
1125,1125,1,2533.27,0.0,0.0,2533.27,0.0,
1126,1126,4,2359.7,338.22,338.22,9438.8,1352.89,2021.48
1127,1127,1,772.6,0.0,49.16,772.6,49.16,723.44
1128,1128,4,462.07,220.0,220.0,1848.28,880.0,242.07
1129,1129,3,1194.66,0.0,0.0,3583.98,0.0,1194.66
1130,1130,2,932.0,0.0,207.69,1864.0,415.38,724.31
1131,1131,2,730.8,0.0,126.52,1461.6,253.04,604.28
1132,1132,1,1911.0,0.0,329.0,1911.0,329.0,1582.0
1133,1133,3,1572.45,,600.03,4717.35,1800.09,972.42
1134,1134,10,485.0,0.0,144.4,4850.0,1444.0,340.6
1135,1135,6,1127.46,0.0,355.3,6764.76,2131.82,772.16
1136,1136,1,1800.0,,,1800.0,2392.5,-592.5
1137,1137,1,1130.5,421.11,421.11,1130.5,421.11,709.39
1138,1138,1,675.97,89.76,89.76,675.97,89.76,586.21
1139,1139,1,730.17,72.34,72.34,730.17,72.34,657.83
1140,1140,10,1677.0,0.0,521.39,,,1155.61
1141,1141,5,2445.0,0.0,,,,817.91
1142,1142,4,698.0,0.0,0.0,2792.0,0.0,698.0
1143,1143,20,1475.3,0.0,315.51,,,1159.79
1144,1144,3,,,640.51,9159.75,1921.52,
1145,1145,1,899.0,0.0,197.53,899.0,197.53,701.47
1146,1146,6,619.5,0.0,76.71,3717.0,460.25,542.79
1147,1147,1,699.5,0.0,70.7,699.5,70.7,628.8
1148,1148,1,650.0,316.45,316.45,650.0,316.45,333.55
1149,1149,6,413.4,0.0,93.3,2480.4,559.81,320.1
1150,1150,10,415.0,0.0,100.7,4150.0,1007.01,314.3
1151,1151,10,407.0,124.77,124.77,4070.0,1247.67,282.23
1152,1152,10,541.25,0.0,132.16,5412.5,1321.62,409.09
1153,1153,7,708.0,0.0,138.9,4956.0,972.31,569.1
1154,1154,10,488.0,0.0,119.27,4880.0,1192.74,368.73
1155,1155,10,1615.25,0.0,52.12,,521.21,1563.13
1156,1156,3,2056.2,,586.32,6168.6,1758.97,1469.88
1157,1157,1,662.57,0.0,47.84,662.57,47.84,614.73
1158,1158,1,815.07,0.0,99.37,815.07,99.37,715.7
1159,1159,1,876.98,0.0,142.2,876.98,142.2,734.78
1160,1160,1,588.0,0.0,39.85,588.0,39.85,548.15
1161,1161,10,792.11,131.45,131.45,7921.1,1314.54,660.66
1162,1162,10,798.79,137.63,137.63,7987.9,1376.26,661.16
1163,1163,1,984.15,203.69,203.69,984.15,203.69,780.46
1164,1164,1,699.47,126.29,126.29,699.47,126.29,573.18
1165,1165,3,705.5,127.62,127.62,2116.5,382.87,577.88
1166,1166,6,2895.47,,,,,1776.08
1167,1167,1,670.69,331.33,331.33,670.69,331.33,339.36
1168,1168,1,1466.21,379.55,379.55,1466.21,379.55,1086.66
1169,1169,6,1026.8,82.34,82.34,6160.8,494.02,944.46
1170,1170,6,1165.0,245.96,245.96,6990.0,1475.75,919.04
1171,1171,1,485.0,67.84,67.84,485.0,67.84,417.16
1172,1172,2,,,,,,
1173,1173,11,,,,,,
1174,1174,5,720.0,130.12,130.12,3600.0,650.58,589.88
1175,1175,6,195.0,78.68,78.68,1170.0,472.05,116.32
1176,1176,1,1018.0,414.84,414.84,1018.0,414.84,603.16
1177,1177,2,1018.0,414.84,414.84,2036.0,829.67,603.16
1178,1178,1,906.05,117.24,117.24,906.05,117.24,788.81
1179,1179,1,609.84,173.0,173.0,609.84,173.0,436.84
1180,1180,1,813.1,222.0,222.0,813.1,222.0,591.1
1181,1181,1,353.45,57.6,57.6,353.45,57.6,295.85
1182,1182,2,925.0,218.33,218.33,1850.0,436.67,706.67
1183,1183,1,805.5,57.07,57.07,805.5,57.07,748.43
1184,1184,8,553.0,0.0,96.96,4424.0,775.7,456.04
1185,1185,5,840.0,0.0,160.02,4200.0,800.11,679.98
1186,1186,2,,,,9538.0,,
1187,1187,3,565.4,90.42,90.42,1696.2,271.25,474.98
1188,1188,12,1219.74,251.37,251.37,,,968.37
1189,1189,6,1022.67,213.77,213.77,6136.02,1282.59,808.9
1190,1190,10,1386.16,291.33,291.33,,2913.27,1094.83
1191,1191,1,790.0,89.76,89.76,790.0,89.76,700.24
1192,1192,1,790.0,72.34,72.34,790.0,72.34,717.66
1193,1193,1,852.0,150.44,150.44,852.0,150.44,701.56
1194,1194,1,755.0,53.71,53.71,755.0,53.71,701.29
1195,1195,1,852.0,108.81,108.81,852.0,108.81,743.19
1196,1196,3,2400.0,472.22,472.22,7200.0,1416.65,1927.78
1197,1197,1,620.2,170.55,170.55,620.2,170.55,449.65
1198,1198,2,1642.35,0.0,463.36,3284.7,926.71,1178.99
1199,1199,1,,0.0,,8121.2,,
1200,1200,1,742.45,166.83,166.83,742.45,166.83,575.62
1201,1201,1,1208.25,93.2,93.2,1208.25,93.2,1115.05
1202,1202,1,1208.25,93.2,93.2,1208.25,93.2,1115.05
1203,1203,8,2529.4,,663.12,,,1866.28
1204,1204,4,608.36,0.0,44.13,2433.44,176.5,564.24
1205,1205,4,636.38,0.0,42.57,2545.52,170.28,593.81
1206,1206,2,1070.6,0.0,175.33,2141.2,350.67,895.27
1207,1207,4,462.0,300.0,300.0,1848.0,1200.0,162.0
1208,1208,2,125.0,48.2,48.2,250.0,96.4,76.8
1209,1209,2,545.0,0.0,38.42,1090.0,76.84,506.58
1210,1210,2,585.0,53.33,53.33,1170.0,106.65,531.67
1211,1211,2,488.0,126.71,126.71,976.0,253.43,361.29
1212,1212,6,1098.74,235.35,235.35,6592.44,1412.1,863.39
1213,1213,1,1177.25,277.2,277.2,1177.25,277.2,900.05
1214,1214,1,601.5,145.23,145.23,601.5,145.23,456.27
1215,1215,1,,,,5901.45,1047.18,
1216,1216,2,691.7,265.64,265.64,1383.4,531.27,426.06
1217,1217,4,521.04,205.2,205.2,2084.16,820.82,315.84
1218,1218,4,350.41,125.68,125.68,1401.64,502.72,224.73
1219,1219,2,378.26,99.22,99.22,756.52,198.45,279.04
1220,1220,20,132.06,0.0,21.33,2641.2,426.55,110.73
1221,1221,1,155.0,78.68,78.68,155.0,78.68,76.32
1222,1222,1,,,,4769.0,1931.62,
1223,1223,1,745.69,78.38,78.38,745.69,78.38,667.31
1224,1224,1,1089.35,332.12,332.12,1089.35,332.12,757.23
1225,1225,1,1089.35,332.12,332.12,1089.35,332.12,757.23
1226,1226,4,,,,,,
1227,1227,1,768.5,63.09,63.09,768.5,63.09,705.41
1228,1228,2,155.0,62.95,62.95,310.0,125.91,92.05
1229,1229,2,623.37,69.55,69.55,1246.74,139.11,553.82
1230,1230,1,153.25,62.95,62.95,153.25,62.95,90.3
1231,1231,2,691.68,265.64,265.64,1383.36,531.27,426.04
1232,1232,1,429.25,81.99,81.99,429.25,81.99,347.26
1233,1233,6,986.0,0.0,235.75,5916.0,1414.5,750.25
1234,1234,4,545.0,63.37,63.37,2180.0,253.47,481.63
1235,1235,1,1075.31,521.55,521.55,1075.31,521.55,553.76
1236,1236,15,175.31,76.08,76.08,2629.65,1141.15,99.23
1237,1237,3,611.8,211.36,211.36,1835.4,634.09,400.44
1238,1238,1,,0.0,544.48,9499.6,544.48,
1239,1239,1,155.0,62.95,62.95,155.0,62.95,92.05
1240,1240,1,120.0,48.2,48.2,120.0,48.2,71.8
1241,1241,6,753.5,127.11,127.11,4521.0,762.68,626.39
1242,1242,2,812.93,0.0,145.02,1625.86,290.03,667.91
1243,1243,1,1364.0,0.0,0.0,1364.0,0.0,1364.0
1244,1244,4,155.0,62.95,62.95,620.0,251.81,92.05
1245,1245,10,792.11,131.45,131.45,7921.1,1314.54,660.66
1246,1246,7,798.79,137.63,137.63,5591.53,963.38,661.16
1247,1247,25,984.15,0.0,203.69,,,780.46
1248,1248,1,699.47,126.29,126.29,699.47,126.29,573.18
1249,1249,4,669.55,98.82,98.82,2678.2,395.3,570.73
1250,1250,4,669.55,112.34,112.34,2678.2,449.36,557.21
1251,1251,6,669.55,99.83,99.83,4017.3,598.95,569.72
1252,1252,2,2481.59,0.0,0.0,4963.18,0.0,
1253,1253,1,,0.2,0.2,,0.2,
1254,1254,2,155.0,51.36,51.36,310.0,102.71,103.64
1255,1255,2,190.0,68.2,68.2,380.0,136.41,121.8
1256,1256,2,2566.15,,,5132.3,2328.4,1401.95
1257,1257,4,2042.41,0.0,663.74,8169.64,2654.96,1378.67
1258,1258,1,486.0,18.45,18.45,486.0,18.45,467.55
1259,1259,2,1532.05,339.91,339.91,3064.1,679.81,1192.14
1260,1260,3,,0.0,442.5,,1327.51,
1261,1261,11,1800.18,,676.87,,,1123.31
1262,1262,1,462.0,278.0,278.0,462.0,278.0,184.0
1263,1263,1,325.0,96.83,96.83,325.0,96.83,228.17
1264,1264,1,635.97,89.76,89.76,635.97,89.76,546.21
1265,1265,1,730.17,72.34,72.34,730.17,72.34,657.83
1266,1266,1,439.66,420.67,420.67,439.66,420.67,18.99
1267,1267,4,2359.7,401.65,401.65,9438.8,1606.58,1958.05
1268,1268,2,976.0,385.09,385.09,1952.0,770.19,590.91
1269,1269,20,1475.3,316.19,316.19,,,1159.11
1270,1270,1,900.0,0.0,0.0,900.0,0.0,900.0
1271,1271,1,945.0,518.43,518.43,945.0,518.43,426.57
1272,1272,12,2914.4,469.53,,,,1983.38
1273,1273,3,951.04,208.88,208.88,2853.12,626.65,742.16
1274,1274,5,120.0,0.0,67.57,600.0,337.86,52.43
1275,1275,3,1086.48,67.56,67.56,3259.44,202.67,1018.92
1276,1276,2,315.0,57.6,57.6,630.0,115.2,257.4
1277,1277,2,,0.0,,,,
1278,1278,1,1417.1,0.0,408.31,1417.1,408.31,1008.79
1279,1279,6,720.0,129.7,129.7,4320.0,778.18,590.3
1280,1280,2,863.14,257.11,257.11,1726.28,514.21,606.03
1281,1281,5,650.0,325.78,325.78,3250.0,1628.92,324.22
1282,1282,5,825.0,332.9,332.9,4125.0,1664.51,492.1
1283,1283,1,610.0,197.83,197.83,610.0,197.83,412.17
1284,1284,1,610.0,178.15,178.15,610.0,178.15,431.85
1285,1285,1,610.0,171.15,171.15,610.0,171.15,438.85
1286,1286,1,120.13,48.2,48.2,120.13,48.2,71.93
1287,1287,1,165.51,48.1,48.1,165.51,48.1,117.41
1288,1288,1,,0.0,654.34,,654.34,
1289,1289,2,519.0,78.24,78.24,1038.0,156.48,440.76
1290,1290,2,993.12,42.65,42.65,1986.24,85.31,950.47
1291,1291,6,1366.13,394.88,394.88,8196.78,2369.31,971.25
1292,1292,6,1545.0,0.0,89.98,9270.0,539.86,1455.02
1293,1293,3,983.0,129.28,129.28,2949.0,387.85,853.72
1294,1294,1,435.72,153.85,153.85,435.72,153.85,281.87
1295,1295,10,1699.0,0.0,251.47,,2514.71,1447.53
1296,1296,1,,0.0,277.5,,277.5,
1297,1297,1,,,,6591.1,1541.46,
1298,1298,1,1289.0,519.45,519.45,1289.0,519.45,769.55
1299,1299,2,862.5,331.49,331.49,1725.0,662.99,531.01
1300,1300,1,462.0,153.85,153.85,462.0,153.85,308.15
1301,1301,1,1223.38,264.62,264.62,1223.38,264.62,958.76
1302,1302,3,1045.31,199.05,199.05,3135.93,597.15,846.26
1303,1303,3,1270.84,0.0,330.66,3812.52,991.99,940.18
1304,1304,2,669.0,97.49,97.49,1338.0,194.99,571.51
1305,1305,2,125.0,48.2,48.2,250.0,96.4,76.8
1306,1306,2,155.0,63.31,63.31,310.0,126.62,91.69
1307,1307,1,190.0,65.16,65.16,190.0,65.16,124.84
1308,1308,5,561.7,0.0,61.77,2808.5,308.87,499.93
1309,1309,5,542.65,0.0,51.49,2713.25,257.43,491.16
1310,1310,10,485.0,144.4,144.4,4850.0,1444.0,340.6
1311,1311,2,315.0,57.6,57.6,630.0,115.2,257.4
1312,1312,8,1056.55,336.58,336.58,8452.4,2692.66,719.97
1313,1313,1,2665.0,,,2665.0,1318.1,1346.9
1314,1314,2,717.87,331.49,331.49,1435.74,662.99,386.37
1315,1315,2,691.7,186.16,186.16,1383.4,372.32,505.54
1316,1316,2,521.04,205.2,205.2,1042.08,410.41,315.84
1317,1317,4,350.41,125.68,125.68,1401.64,502.72,224.73
1318,1318,4,,0.0,120.76,,483.02,
1319,1319,1,125.0,48.2,48.2,125.0,48.2,76.8
1320,1320,5,,485.13,,,2499.93,
1321,1321,1,958.3,157.64,157.64,958.3,157.64,800.66
1322,1322,1,802.0,63.9,63.9,802.0,63.9,738.1
1323,1323,1,,,,5309.11,1292.27,
1324,1324,2,696.0,30.45,30.45,1392.0,60.89,665.55
1325,1325,8,1801.38,,,7205.52,,804.98
1326,1326,4,2360.0,0.0,,9440.0,,1398.64
1327,1327,20,1800.18,0.0,592.18,,,1208.0
1328,1328,6,,,,,,
1329,1329,6,,0.0,,,,
1330,1330,10,195.0,0.0,88.63,1950.0,886.28,106.37
1331,1331,2,728.43,0.0,168.53,1456.86,337.07,559.9
1332,1332,20,1475.3,301.31,301.31,,,1173.99
1333,1333,1,1318.7,,,1318.7,919.68,399.02
1334,1334,1,1009.65,286.34,286.34,1009.65,286.34,723.31
1335,1335,1,827.59,227.18,227.18,827.59,227.18,600.41
1336,1336,1,873.75,137.33,137.33,873.75,137.33,736.42
1337,1337,1,735.0,139.65,139.65,735.0,139.65,595.35
1338,1338,6,2177.5,280.14,280.14,,1680.81,1897.36
1339,1339,6,1545.0,89.98,89.98,9270.0,539.86,1455.02
1340,1340,1,2220.7,448.24,448.24,2220.7,448.24,1772.46
1341,1341,2,,0.0,0.0,7287.4,0.0,
1342,1342,9,1512.12,0.0,0.0,,0.0,1512.12
1343,1343,1,1800.69,328.36,328.36,1800.69,328.36,1472.33
1344,1344,1,1158.51,78.25,78.25,1158.51,78.25,1080.26
1345,1345,8,909.56,0.0,253.9,7276.48,2031.23,655.66
1346,1346,4,955.38,158.36,158.36,3821.52,633.45,797.02
1347,1347,8,710.0,96.96,96.96,5680.0,775.7,613.04
1348,1348,1,1385.5,140.88,140.88,1385.5,140.88,1244.62
1349,1349,10,123.0,21.39,21.39,1230.0,213.85,101.61
1350,1350,6,980.0,301.12,301.12,5880.0,1806.71,678.88
1351,1351,9,980.0,299.53,299.53,8820.0,2695.79,680.47
1352,1352,1,1130.5,499.2,499.2,1130.5,499.2,631.3
1353,1353,3,155.0,79.01,79.01,465.0,237.03,75.99
1354,1354,6,620.35,0.0,127.06,3722.1,762.35,493.29
1355,1355,1,,0.0,0.0,,0.0,
1356,1356,1,2220.7,293.13,293.13,2220.7,293.13,1927.57
1357,1357,1,1121.7,0.0,291.13,1121.7,291.13,830.57
1358,1358,1,1302.15,0.0,196.44,1302.15,196.44,1105.71
1359,1359,2,485.0,144.4,144.4,970.0,288.8,340.6
1360,1360,1,,,,,1734.88,
1361,1361,25,1457.2,0.0,461.49,,,995.71
1362,1362,10,123.0,21.39,21.39,1230.0,213.85,101.61
1363,1363,4,2056.2,466.2,466.2,8224.8,1864.79,1590.0
1364,1364,1,315.0,57.6,57.6,315.0,57.6,257.4
1365,1365,20,1475.3,315.59,315.59,,,1159.71
1366,1366,10,355.0,119.05,119.05,3550.0,1190.47,235.95
1367,1367,3,1385.9,0.0,0.0,4157.7,0.0,1385.9
1368,1368,10,1613.26,,668.13,,,945.13
1369,1369,4,420.0,37.65,37.65,1680.0,150.59,382.35
1370,1370,2,1166.63,0.0,360.2,2333.26,720.39,806.43
1371,1371,2,576.65,0.0,366.62,1153.3,733.23,210.03
1372,1372,1,485.0,144.4,144.4,485.0,144.4,340.6
1373,1373,3,315.0,57.6,57.6,945.0,172.8,257.4
1374,1374,1,,0.0,0.0,3045.5,0.0,
1375,1375,1,689.63,227.18,227.18,689.63,227.18,462.44
1376,1376,4,,222.14,222.14,6832.0,444.27,
1377,1377,1,815.0,222.0,222.0,815.0,222.0,593.0
1378,1378,3,1449.3,454.72,454.72,4347.9,1364.17,994.58
1379,1379,6,395.29,97.49,97.49,2371.74,584.96,297.8
1380,1380,4,266.0,97.3,97.3,1064.0,389.19,168.7
1381,1381,4,655.5,306.53,306.53,2622.0,1226.13,348.97
1382,1382,1,1435.2,0.0,355.52,1435.2,355.52,1079.68
1383,1383,1,2278.45,414.88,414.88,2278.45,414.88,1863.57
1384,1384,2,1110.0,0.0,83.4,2220.0,166.8,1026.6
1385,1385,4,2056.2,0.0,586.32,8224.8,2345.29,1469.88
1386,1386,6,,,,,,
1387,1387,5,,0.0,442.5,,2212.51,
1388,1388,2,976.0,360.7,360.7,1952.0,721.39,615.3
1389,1389,1,,,,3730.0,1311.27,
1390,1390,5,,,773.21,,,
1391,1391,12,,89.98,179.95,,1079.71,
1392,1392,1,410.0,57.6,57.6,410.0,57.6,352.4
1393,1393,1,,0.0,,,2335.2,
1394,1394,6,2494.8,0.0,620.47,,,1874.33
1395,1395,2,700.0,0.0,325.78,1400.0,651.57,374.22
1396,1396,3,478.0,0.0,66.31,1434.0,198.93,411.69
1397,1397,26,792.11,131.45,131.45,,,660.66
1398,1398,10,798.79,137.63,137.63,7987.9,1376.26,661.16
1399,1399,5,729.57,0.0,232.01,3647.85,1160.05,497.56
1400,1400,5,737.62,236.2,236.2,3688.1,1181.01,501.42
1401,1401,10,1357.5,0.0,405.55,,,951.95
1402,1402,1,1325.07,0.0,0.0,1325.07,0.0,1325.07
1403,1403,16,1981.88,0.0,333.62,,,1648.26
1404,1404,2,,0.0,696.46,7460.0,1392.92,
1405,1405,10,488.0,107.33,107.33,4880.0,1073.25,380.67
1406,1406,4,759.0,0.0,681.52,3036.0,2726.1,77.48
1407,1407,1,,0.0,,5668.99,1319.88,
1408,1408,1,2300.0,0.0,99.68,2300.0,99.68,
1409,1409,6,,0.0,,,,1772.92
1410,1410,2,732.0,0.0,317.5,1464.0,635.0,414.5
1411,1411,1,1000.0,226.23,226.23,1000.0,226.23,773.77
1412,1412,1,,,,,,
1413,1413,5,1897.27,78.09,78.09,9486.35,390.43,1819.18
1414,1414,3,510.0,51.16,51.16,1530.0,153.49,458.84
1415,1415,6,1888.0,0.0,294.5,,1767.02,1593.5
1416,1416,3,439.15,0.0,123.21,1317.45,369.62,315.94
1417,1417,2,925.82,65.31,65.31,1851.64,130.63,860.51
1418,1418,2,1910.5,286.13,286.13,3821.0,572.25,1624.37
1419,1419,2,2020.42,421.91,421.91,4040.84,843.82,1598.51
1420,1420,2,1177.07,477.16,477.16,2354.14,954.32,699.91
1421,1421,6,712.0,102.31,102.31,4272.0,613.88,609.69
1422,1422,6,718.6,104.69,104.69,4311.6,628.12,613.91
1423,1423,3,2182.35,0.0,596.55,6547.05,1789.64,1585.8
1424,1424,1,,,,5909.84,1884.35,
1425,1425,10,1406.0,0.0,80.66,,806.55,1325.34
