,Unnamed: 0,CANT,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO
0,0,1,434.48,52.8,52.8,434.48,52.8,381.68
1,1,1,1264.05,327.18,327.18,1264.05,327.18,936.87
2,2,7,551.61,177.68,177.68,3861.29,1243.73,373.94
3,3,1,140.0,38.96,38.96,140.0,38.96,101.04
4,4,2,172.41,101.71,101.71,344.83,203.42,70.71
5,5,2,237.07,49.41,49.41,474.14,98.82,187.66
6,6,1,,,,,,
7,7,3,94.5,38.96,38.96,283.5,116.88,55.54
8,8,1,1615.0,517.89,517.89,1615.0,517.89,1097.11
9,9,1,1615.0,517.89,517.89,1615.0,517.89,1097.11
10,10,1,1615.0,517.89,517.89,1615.0,517.89,1097.11
11,11,1,1615.0,0.0,586.32,1615.0,586.32,1028.68
12,12,1,1615.0,0.0,586.32,1615.0,586.32,1028.68
13,13,1,1485.25,0.0,86.22,1485.25,86.22,1399.03
14,14,1,2095.25,0.0,742.05,2095.25,742.05,1353.2
15,15,5,192.5,51.73,149.6,481.25,397.08,42.9
16,16,2,771.28,124.0,124.0,1542.56,248.0,647.28
17,17,3,125.0,0.0,141.9,375.0,425.69,-16.9
18,18,5,821.3,0.0,78.7,4106.5,393.48,742.6
19,19,7,821.3,0.0,75.77,5749.1,530.41,745.53
20,20,3,496.35,27.43,27.43,1489.05,82.29,468.92
21,21,3,938.53,147.76,147.76,2815.59,443.27,790.77
22,22,1,718.52,259.35,259.35,718.52,259.35,459.17
23,23,1,898.25,332.65,332.65,898.25,332.65,565.6
24,24,2,1500.0,0.36,0.36,3000.0,0.72,1499.64
25,25,3,1848.0,,,5544.0,,766.11
26,26,5,485.0,124.0,124.0,2425.0,620.0,361.0
27,27,6,375.0,44.14,44.14,2250.0,264.83,330.86
28,28,2,2005.46,489.39,489.39,4010.92,978.77,1516.07
29,29,30,1299.32,305.44,305.44,,,993.88
30,30,6,856.04,295.24,295.24,5136.22,1771.42,560.8
31,31,30,1299.32,305.44,305.44,,,993.88
32,32,1,601.23,178.6,178.6,601.23,178.6,422.63
33,33,10,150.5,68.95,68.95,1505.0,689.45,81.56
34,34,10,215.96,78.32,78.32,2159.6,783.24,137.64
35,35,1,382.1,5.76,5.76,382.1,5.76,376.34
36,36,1,485.23,45.01,45.01,485.23,45.01,440.22
37,37,1,945.0,289.05,289.05,945.0,289.05,655.95
38,38,40,259.6,64.85,64.85,10384.0,2594.17,194.75
39,39,1,938.53,0.0,161.73,938.53,161.73,776.8
40,40,3,,0.0,,,,
41,41,9,619.21,101.71,101.71,5572.89,915.42,517.5
42,42,10,505.08,0.0,81.91,5050.8,819.14,423.17
43,43,8,1328.0,0.0,497.54,10624.0,,830.46
44,44,2,599.05,0.0,98.76,1198.1,197.51,500.3
45,45,1,803.0,140.29,140.29,803.0,140.29,662.71
46,46,2,785.25,181.88,181.88,1570.5,363.75,603.38
47,47,2,615.85,249.89,249.89,1231.7,499.77,365.96
48,48,4,385.2,48.56,48.56,1540.8,194.24,336.64
49,49,1,2150.0,0.0,195.26,2150.0,195.26,1954.74
50,50,5,531.0,85.29,85.29,2655.0,426.47,445.71
51,51,1,385.0,220.0,220.0,385.0,220.0,165.0
52,52,1,500.0,211.36,211.36,500.0,211.36,288.64
53,53,2,835.5,242.48,242.48,1671.0,484.95,593.02
54,54,2,895.5,235.56,235.56,1791.0,471.13,659.94
55,55,1,1264.25,0.0,319.8,1264.25,319.8,944.45
56,56,1,1264.25,0.0,313.8,1264.25,313.8,950.45
57,57,4,605.0,44.7,44.7,2420.0,178.8,560.3
58,58,1,337.7,4.02,4.02,337.7,4.02,333.68
59,59,2,558.14,69.23,69.23,1116.28,138.46,488.91
60,60,2,558.14,69.23,69.23,1116.28,138.46,488.91
61,61,3,1412.0,556.14,556.14,4236.0,1668.42,855.86
62,62,3,1188.0,447.68,447.68,3564.0,1343.05,740.32
63,63,6,663.0,95.82,95.82,3978.0,574.91,567.18
64,64,2,495.8,158.4,158.4,991.6,316.8,337.4
65,65,8,2177.5,272.65,272.65,,2181.22,1904.85
66,66,2,505.23,161.63,161.63,1010.46,323.25,343.6
67,67,4,985.1,105.68,105.68,3940.4,422.72,879.42
68,68,4,2644.28,0.0,795.74,10577.12,,1848.54
69,69,2,522.0,51.38,51.38,1044.0,102.76,470.62
70,70,1,255.01,291.72,291.72,255.01,291.72,-36.71
71,71,10,551.25,0.0,240.87,5512.5,2408.67,310.38
72,72,1,364.55,52.48,52.48,364.55,52.48,312.07
73,73,1,662.0,139.82,139.82,662.0,139.82,522.18
74,74,30,1475.3,275.5,275.5,,,1199.8
75,75,3,999.91,200.3,200.3,2999.72,600.9,799.61
76,76,10,1450.0,372.67,372.67,,,1077.33
77,77,6,1450.0,360.5,360.5,8700.0,2162.98,1089.5
78,78,6,1450.0,337.97,337.97,8700.0,2027.79,1112.03
79,79,8,415.0,113.47,113.47,3320.0,907.73,301.53
80,80,10,272.0,77.13,77.13,2720.0,771.29,194.87
81,81,2,1025.87,0.0,115.58,2051.74,231.15,910.29
82,82,2,1587.25,0.0,165.19,3174.5,330.39,1422.06
83,83,2,,0.0,385.71,5970.72,771.42,
84,84,1,566.64,85.89,85.89,566.64,85.89,480.75
85,85,12,431.5,95.96,95.96,5178.0,1151.56,335.54
86,86,12,528.3,131.65,131.65,6339.6,1579.75,396.65
87,87,1,1880.28,0.0,292.75,1880.28,292.75,1587.53
88,88,20,150.0,71.25,71.25,3000.0,1425.02,78.75
89,89,1,98.0,38.96,38.96,98.0,38.96,59.04
90,90,3,830.25,363.33,363.33,2490.75,1090.0,466.92
91,91,1,473.28,27.08,27.08,473.28,27.08,446.2
92,92,1,1659.6,436.54,436.54,1659.6,436.54,1223.06
93,93,1,107.76,38.96,38.96,107.76,38.96,68.8
94,94,1,499.0,113.22,113.22,499.0,113.22,385.78
95,95,3,900.0,0.0,247.52,2700.0,742.57,652.48
96,96,3,1189.0,0.0,160.03,3567.0,480.08,1028.97
97,97,3,1435.0,0.0,369.59,4305.0,1108.78,1065.41
98,98,2,495.0,0.0,67.42,990.0,134.84,427.58
99,99,1,125.0,71.25,71.25,125.0,71.25,53.75
100,100,1,175.0,75.89,75.89,175.0,75.89,99.11
101,101,2,2625.5,0.0,,5251.0,2428.6,1411.2
102,102,2,2464.2,,,4928.4,2082.15,1423.12
103,103,2,2068.5,,,4137.0,2597.36,769.82
104,104,1,925.6,0.0,387.87,925.6,387.87,537.73
105,105,1,1517.63,435.3,435.3,1517.63,435.3,1082.33
106,106,4,498.85,0.0,24.38,1995.4,97.52,474.47
107,107,1,2629.5,167.3,167.3,2629.5,167.3,
108,108,1,535.09,104.4,104.4,535.09,104.4,430.69
109,109,2,1195.84,0.0,336.57,2391.69,673.13,859.28
110,110,1,1572.45,0.0,647.84,1572.45,647.84,924.61
111,111,4,2375.5,0.0,436.05,9502.0,1744.19,1939.45
112,112,2,2080.85,0.0,449.35,4161.7,898.7,1631.5
113,113,1,2118.0,0.0,406.61,2118.0,406.61,1711.39
114,114,1,1250.0,281.94,281.94,1250.0,281.94,968.06
115,115,4,617.0,0.0,67.22,2468.0,268.86,549.79
116,116,2,510.0,0.0,37.76,1020.0,75.53,472.24
117,117,1,197.5,13.38,13.38,197.5,13.38,184.12
118,118,1,1000.0,0.0,226.23,1000.0,226.23,773.77
119,119,4,425.2,0.0,130.2,1700.8,520.79,295.0
120,120,2,485.5,0.0,137.08,971.0,274.16,348.42
121,121,1,385.0,220.0,220.0,385.0,220.0,165.0
122,122,2,,492.92,492.92,3892.24,492.92,
123,123,1,197.5,13.38,13.38,197.5,13.38,184.12
124,124,1,871.5,174.76,174.76,871.5,174.76,696.74
125,125,3,375.29,0.0,106.0,1125.87,318.0,269.29
126,126,2,1100.0,246.94,246.94,2200.0,493.89,853.06
127,127,1,565.4,90.18,90.18,565.4,90.18,475.22
128,128,4,351.64,156.83,156.83,1406.56,627.33,194.81
129,129,4,988.25,0.0,146.88,3953.0,587.54,841.37
130,130,4,828.69,0.0,186.95,3314.76,747.79,641.74
131,131,4,657.58,0.0,99.32,2630.32,397.28,558.26
132,132,1,1125.0,130.78,130.78,1125.0,130.78,994.22
133,133,1,1125.0,134.36,134.36,1125.0,134.36,990.64
134,134,15,913.4,189.47,189.47,,2842.01,723.93
135,135,1,462.0,220.0,220.0,462.0,220.0,242.0
136,136,1,2665.3,395.14,395.14,2665.3,395.14,
137,137,1,1579.6,141.65,141.65,1579.6,141.65,1437.95
138,138,12,1800.18,526.27,526.27,,,1273.91
139,139,4,533.6,0.0,150.79,2134.4,603.18,382.81
140,140,10,720.0,96.78,96.78,7200.0,967.82,623.22
141,141,3,1877.65,533.27,533.27,5632.95,1599.82,1344.38
142,142,7,972.0,319.99,319.99,6804.0,2239.95,652.01
143,143,2,1899.18,0.0,164.55,3798.36,329.11,1734.63
144,144,2,1022.5,168.4,168.4,2045.0,336.79,854.1
145,145,3,,0.0,418.59,,1255.77,
146,146,1,1054.0,0.0,665.36,1054.0,665.36,388.64
147,147,4,2399.01,0.0,569.1,9596.04,2276.4,1829.91
148,148,3,1143.25,78.83,78.83,3429.75,236.48,1064.42
149,149,3,568.65,0.0,83.5,1705.95,250.49,485.15
150,150,3,,0.0,791.1,9159.75,2373.3,
151,151,3,705.5,0.0,143.89,2116.5,431.66,561.61
152,152,2,813.1,222.0,222.0,1626.21,444.0,591.1
153,153,2,357.85,113.59,113.59,715.7,227.19,244.26
154,154,10,866.7,153.97,153.97,8667.0,1539.68,712.73
155,155,6,514.25,112.64,112.64,3085.5,675.84,401.61
156,156,1,307.5,87.1,87.1,307.5,87.1,220.4
157,157,2,1046.11,0.0,297.59,2092.22,595.19,748.52
158,158,3,300.0,0.0,111.63,900.0,334.89,188.37
159,159,3,1991.0,182.75,182.75,5973.0,548.24,1808.25
160,160,4,759.17,0.0,106.18,3036.68,424.72,652.99
161,161,4,788.05,0.0,150.48,3152.2,601.92,637.57
162,162,2,420.0,36.92,36.92,840.0,73.84,383.08
163,163,1,945.0,299.62,299.62,945.0,299.62,645.38
164,164,3,345.0,31.72,31.72,1035.0,95.16,313.28
165,165,2,994.64,155.39,155.39,1989.28,310.77,839.25
166,166,2,738.4,145.21,145.21,1476.8,290.42,593.19
167,167,1,1452.18,150.74,150.74,1452.18,150.74,1301.44
