,id,bathrooms,bedrooms,beds,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month
14613,786265201572297402,1.0,1.0,1.0,,1125.0,4.73,4.73,4.6,4.82,5.0,0.52
14614,786287243085037184,1.0,1.0,1.0,1.0,365.0,4.73,4.73,4.6,4.82,5.0,0.52
14615,786340641790294235,1.0,1.0,1.0,1.0,30.0,4.73,4.73,4.6,4.82,5.0,0.52
14616,786374367111280783,1.0,1.0,2.0,1.0,1125.0,4.74,4.74,4.71,4.81,4.9,1.81
14617,786380176975041308,1.0,1.0,3.0,,1125.0,4.57,4.61,4.64,4.79,4.93,1.19
14618,786403870434124861,2.0,3.0,,2.0,60.0,4.86,4.86,4.91,4.95,4.95,1.93
14619,786475371155449410,2.0,3.0,,1.0,1125.0,4.81,4.83,4.89,4.9,4.94,5.54
14620,791194763441236818,2.0,3.0,,2.0,365.0,4.71,4.79,4.5,4.86,4.93,0.6
14621,791356940040325698,1.0,1.0,2.0,5.0,31.0,4.88,4.94,4.81,5.0,4.94,0.7
14622,791363803207943534,1.0,1.0,2.0,1.0,1125.0,4.77,4.79,4.69,4.91,4.78,5.56
14623,791374111091112851,2.0,2.0,2.0,2.0,1125.0,4.79,4.89,4.82,4.87,4.89,1.56
14624,791498600452104986,1.0,1.0,1.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,0.05
14625,786531674274806375,1.0,1.0,1.0,2.0,1125.0,4.85,4.85,4.73,4.96,4.88,1.09
14626,786811918480857153,1.0,2.0,3.0,1.0,150.0,4.56,4.56,4.56,4.67,4.56,0.55
14627,786846501228457388,2.0,3.0,2.0,4.0,365.0,4.56,4.56,4.56,4.67,4.56,0.55
14628,786894281401165791,1.5,1.0,1.0,2.2,1125.0,4.63,4.74,4.79,4.79,4.58,0.79
14629,786908529493633060,1.5,1.0,2.0,2.2,1125.0,4.75,4.75,5.0,,4.75,0.17
14630,786911570850060443,2.5,3.0,3.0,2.0,1125.0,4.67,4.75,4.83,,4.5,1.25
14631,786912406882974611,2.5,3.0,3.0,2.2,1125.0,4.76,4.88,4.82,,4.64,1.38
14632,791576178548599016,2.0,2.0,2.0,2.0,365.0,4.81,4.88,4.69,4.93,4.93,3.67
14633,791593087487213385,2.0,2.0,2.0,4.6,1125.0,4.88,4.95,4.92,4.97,4.86,2.77
14634,791593209070994685,2.0,2.0,2.0,4.6,1125.0,4.94,4.84,4.84,4.98,4.9,2.12
14635,791934034051102306,1.0,2.0,2.0,2.2,1125.0,4.76,4.82,4.71,4.94,4.53,0.77
14636,792063051666995803,1.0,2.0,2.0,1.0,1125.0,4.76,4.82,4.71,4.94,4.53,0.77
14637,792065284400218516,1.0,1.0,1.0,1.0,1125.0,5.0,4.82,5.0,5.0,5.0,0.46
14638,792068345638499797,1.0,1.0,1.0,1.0,365.0,4.72,4.69,4.62,4.86,4.97,1.23
14639,792074520758868900,1.0,1.0,1.0,1.0,365.0,4.91,4.91,4.82,5.0,5.0,0.48
14640,786912576433658791,2.5,3.0,3.0,2.2,1125.0,4.92,4.92,4.88,4.88,4.81,1.32
14641,786922143384421316,1.0,1.0,1.0,2.3,28.0,4.58,4.71,4.78,4.83,4.67,4.42
14642,786939840773313449,2.5,3.0,3.0,2.0,1125.0,4.82,4.82,4.79,4.74,4.65,1.55
14643,786943066112448457,1.0,1.0,1.0,3.0,365.0,4.82,4.82,4.79,4.74,4.65,1.55
14644,786964065470960240,2.5,3.0,,1.0,1125.0,,,,,,0.21
14645,786976791003293302,1.0,1.0,1.0,1.0,327.1,4.64,4.84,4.73,4.88,4.88,
14646,786977752807122026,2.0,2.0,,1.0,1125.0,4.89,4.89,4.67,4.93,5.0,1.2
14647,787017421342798305,1.0,1.0,1.0,2.0,15.0,4.89,4.89,4.67,4.93,5.0,1.2
14648,787038709615953268,1.0,1.0,1.0,,1125.0,,,,,,0.22
14649,792095274997790646,1.0,1.0,1.0,1.0,365.0,,,,,,0.22
14650,792117210920879246,1.0,1.0,1.0,2.0,1125.0,4.77,4.69,4.85,4.62,,0.56
14651,792118806512100108,1.0,1.0,1.0,1.0,1125.0,4.65,4.76,4.7,4.71,4.92,3.3
14652,792142702680801953,1.0,1.0,1.0,3.0,60.0,5.0,5.0,5.0,,4.75,0.17
14653,792242324679172412,2.0,2.0,2.0,2.0,1125.0,4.85,4.93,5.0,4.93,4.93,1.19
14654,792275101951035145,1.0,1.0,2.0,2.0,1125.0,4.91,4.91,4.74,4.96,4.91,1.13
14655,792323949940958721,1.0,2.0,3.0,2.0,90.0,5.0,5.0,4.88,5.0,5.0,0.83
14656,792716873714145135,1.0,1.0,1.0,4.0,1125.0,4.85,4.9,4.84,4.95,4.91,3.37
14657,792801409834316225,1.0,1.0,1.0,3.0,1125.0,4.89,4.89,4.95,4.98,4.84,2.66
14658,787057223461500692,2.0,3.0,,2.0,999.0,4.78,4.86,4.77,4.92,4.84,3.2
14659,787064971687582284,1.0,1.0,2.0,2.0,1125.0,4.86,4.86,4.92,4.94,4.86,4.62
14660,787085679252473213,2.0,2.0,3.0,2.0,365.0,5.0,5.0,5.0,5.0,5.0,1.58
14661,787099994610822032,2.0,1.0,2.0,1.0,1125.0,4.91,4.93,4.89,4.89,4.86,5.22
14662,787149830517808576,1.0,1.0,1.0,1.0,1125.0,4.92,4.92,4.85,5.0,4.77,0.61
14663,787226010267211437,1.5,2.0,2.0,2.0,1125.0,4.74,4.7,4.83,4.57,4.7,1.03
14664,787247905370758445,2.5,2.0,3.0,,365.0,4.74,4.7,4.83,4.57,4.7,1.03
14665,787248719777905361,2.0,2.0,2.0,2.0,180.0,4.91,4.96,4.91,5.0,4.96,0.95
14666,795708194723940455,2.0,2.0,2.0,2.8,1125.0,4.59,4.58,4.52,4.78,4.88,2.75
14667,795709273894031111,1.0,1.0,2.0,2.0,2.0,4.59,4.58,4.52,4.78,4.88,2.75
14668,792907688194703137,1.0,1.0,1.0,1.0,1125.0,4.76,4.87,4.86,4.9,4.93,4.49
14669,792978225726631964,1.0,1.0,1.0,2.0,1125.0,4.76,4.87,4.86,4.9,4.93,4.49
14670,793083835148377484,0.0,0.0,2.0,1.0,365.0,,5.0,,5.0,5.0,0.04
14671,793283545277229637,2.0,2.0,2.0,2.0,1125.0,4.78,4.83,4.78,4.8,4.88,2.47
14672,793608672241261694,3.5,,,1.2,490.7,4.87,4.77,4.87,4.93,5.0,1.38
14673,793613955354456092,3.5,1.0,,,7.0,,,,,,0.48
14674,793631066214230445,3.5,,,2.0,614.6,4.5,5.0,,5.0,,0.22
14675,793642634953995730,2.0,2.0,2.0,2.0,1125.0,4.89,4.95,4.95,4.98,4.96,2.45
14676,793787379512992721,1.0,1.0,1.0,1.0,365.0,4.84,4.92,4.89,4.93,4.96,
14677,793960346525491574,1.0,2.0,2.0,2.0,1125.0,4.92,4.88,4.96,4.92,4.71,1.1
14678,795718834951573150,1.0,1.0,2.0,,1125.0,4.94,5.0,4.88,4.94,4.94,0.69
14679,795742915159567839,1.0,1.0,1.0,1.0,365.0,4.89,5.0,4.94,4.94,5.0,0.76
14680,795807897728631977,1.0,1.0,1.0,1.0,1125.0,4.88,4.94,4.88,4.88,,0.74
14681,795828822992878738,,,,2.0,365.0,5.0,5.0,5.0,5.0,5.0,0.98
14682,795866658817536148,,,,2.0,1125.0,4.57,4.71,4.67,4.67,4.62,0.88
14683,795875133258233909,1.0,2.0,3.0,1.0,1125.0,4.78,4.78,4.9,4.88,4.88,2.32
14684,795905568610906842,2.0,2.0,2.0,2.0,1125.0,4.6,4.83,4.73,4.93,5.0,1.26
14685,796270239788243403,2.0,2.0,2.0,1.0,1125.0,4.93,4.97,4.9,4.93,4.9,1.34
14686,796329919943465695,1.0,1.0,1.0,1.0,1125.0,4.84,4.9,4.89,4.91,4.69,4.4
14687,796362127690490813,2.0,2.0,3.0,1.1,1051.8,4.92,4.92,4.62,5.0,4.92,0.56
14688,796379528200347793,1.0,1.0,1.0,1.0,1125.0,4.89,4.94,4.91,4.93,4.98,3.63
14689,794235671715097719,,,,1.5,1125.0,4.92,5.0,4.77,5.0,4.92,0.58
14690,794365035995157612,1.0,1.0,2.0,3.0,1125.0,4.88,4.92,4.76,5.0,4.98,2.44
14691,794392547117901336,1.0,0.0,3.0,3.0,1125.0,5.0,5.0,5.0,4.78,5.0,0.38
14692,794820247223725499,1.5,1.0,1.0,1.0,365.0,5.0,5.0,5.0,4.78,5.0,0.38
14693,794831222094362517,1.0,1.0,,2.0,365.0,5.0,5.0,5.0,5.0,5.0,0.04
14694,794901213848855468,1.0,2.0,3.0,2.0,1125.0,4.98,5.0,4.98,5.0,4.71,2.29
14695,796408641163356012,1.0,1.0,1.0,1.0,365.0,4.91,4.96,4.88,4.95,4.95,
14696,796439174010950960,1.0,1.0,1.0,1.0,1125.0,4.79,4.86,4.83,4.92,4.99,
14697,796446105068764173,1.0,1.0,1.0,1.0,1125.0,4.77,4.86,4.88,4.92,4.99,
14698,796463030043783279,2.0,3.0,3.0,1.0,365.0,4.96,4.89,4.93,4.93,4.96,1.17
14699,796465149869823670,2.0,3.0,3.0,1.0,1125.0,4.63,4.68,4.72,4.77,4.92,3.09
14700,796536003519870191,1.0,2.0,2.0,1.3,160.2,4.47,4.5,4.53,4.6,4.73,1.26
14701,796549289834148358,1.0,1.0,1.0,1.0,3.0,4.83,4.81,4.78,4.97,4.92,3.48
14702,796563672020819476,1.0,1.0,1.0,1.0,12.0,5.0,5.0,4.67,5.0,5.0,0.18
14703,796577100983544259,1.0,1.0,1.0,1.0,365.0,5.0,4.82,4.82,5.0,4.71,0.71
14704,794958046973655411,1.0,2.0,1.0,,1125.0,5.0,4.82,4.82,5.0,4.71,0.71
14705,794982872707835616,2.0,2.0,2.0,2.0,1125.0,4.88,4.9,5.0,5.0,4.98,1.78
14706,795186900770604705,1.0,1.0,1.0,1.0,365.0,4.86,4.84,4.74,4.89,4.78,3.07
14707,795187182634243036,1.0,1.0,1.0,2.0,30.0,5.0,5.0,5.0,5.0,5.0,0.13
14708,795232300292243345,2.0,2.0,2.0,4.6,1125.0,4.91,4.94,4.86,5.0,4.94,2.74
14709,795232465992218555,2.0,2.0,2.0,4.6,1125.0,4.9,4.9,4.84,4.96,4.79,2.79
14710,795267867769641382,1.0,1.0,1.0,1.0,365.0,4.9,4.9,4.84,4.96,4.79,2.79
14711,795511619897036110,1.0,1.0,1.0,3.0,365.0,5.0,5.0,5.0,4.87,5.0,0.67
14712,795560403261993715,2.0,3.0,,1.1,1042.4,4.44,4.67,4.44,4.78,4.74,1.14
14713,795601693561969987,1.5,1.0,1.0,2.0,365.0,4.57,4.62,4.38,4.86,4.9,0.88
14714,796641581171958060,1.0,1.0,1.0,1.0,1125.0,4.65,4.69,4.69,4.92,4.83,2.95
14715,796662953300488047,,,,1.0,365.0,4.61,4.65,4.48,,,3.09
14716,797074064278862885,1.0,1.0,1.0,2.0,365.0,4.76,4.76,4.82,4.76,4.88,0.85
14717,797075111875064645,1.0,1.0,1.0,2.0,1125.0,4.94,4.92,4.94,4.97,5.0,1.54
14718,797087004970181161,1.0,2.0,3.0,2.0,365.0,4.69,4.88,4.94,4.88,4.94,0.74
14719,797116652921089774,1.0,2.0,2.0,2.0,365.0,4.52,4.64,4.56,4.92,4.76,1.12
14720,797145375855737915,,,,2.0,1125.0,4.67,4.5,4.83,4.83,4.83,0.26
14721,797200598629348007,,2.0,,3.0,30.0,5.0,4.96,4.96,4.93,5.0,1.18
14722,797220839777787697,1.0,1.0,2.0,2.0,1125.0,4.85,4.87,4.8,4.73,4.88,3.58
14723,797312372091808264,1.0,2.0,2.0,1.0,365.0,4.79,4.79,4.74,4.58,4.89,0.8
14724,795637611828179621,1.0,1.0,2.0,2.0,1125.0,4.5,,,,4.5,0.35
14725,795689734490817365,1.0,2.0,2.0,2.0,1125.0,4.9,4.92,4.81,4.97,5.0,2.68
14726,800979097564556533,1.0,1.0,1.0,1.0,365.0,4.9,4.92,4.81,4.97,5.0,2.68
14727,801012812859250697,2.0,2.0,2.0,3.0,18.0,4.89,4.83,4.76,4.95,4.88,3.16
14728,801033038424784121,1.0,1.0,1.0,4.0,1125.0,4.89,5.0,4.94,4.72,5.0,0.99
14729,801036298972041522,1.0,2.0,1.0,2.0,1125.0,4.69,4.77,4.62,4.85,4.85,0.58
14730,801386607709655375,3.0,3.0,3.0,1.0,1125.0,4.55,4.71,4.59,4.96,4.9,2.14
14731,801409059894775546,1.0,1.0,1.0,1.0,1125.0,4.67,4.75,4.93,4.77,4.96,3.57
14732,801423170300393713,1.0,2.0,2.0,3.2,1125.0,4.84,4.84,4.88,4.81,4.72,1.86
14733,797333437708468327,2.0,2.0,2.0,1.0,365.0,4.84,4.84,4.88,4.81,4.72,1.86
14734,797376780834839752,2.0,2.0,2.0,1.0,365.0,4.84,4.84,4.88,4.81,4.72,1.86
14735,797396642413539557,2.0,2.0,3.0,2.0,365.0,4.84,4.87,4.92,4.95,4.93,3.25
14736,797417127434431036,1.0,1.0,1.0,1.0,1125.0,4.77,4.85,4.81,4.9,4.94,4.53
14737,797680384829436480,1.0,1.0,2.0,3.0,180.0,4.8,5.0,4.75,5.0,4.75,0.9
14738,797703330466818738,1.0,1.0,1.0,1.0,365.0,4.8,5.0,4.75,5.0,4.75,0.9
14739,797777382680085618,3.5,3.0,,4.4,1125.0,4.7,4.82,4.6,4.78,4.91,2.9
14740,797830206081746925,2.0,2.0,2.0,2.0,365.0,5.0,5.0,5.0,5.0,5.0,0.3
14741,797838187984330928,1.0,1.0,1.0,2.0,365.0,4.94,4.88,4.94,5.0,4.91,1.41
14742,797985380618552449,2.0,2.0,2.0,3.0,1125.0,4.89,4.93,4.81,4.93,4.93,1.13
14743,801442139820028139,2.0,2.0,3.0,3.0,1125.0,4.89,4.9,4.83,4.81,4.9,3.42
14744,801465863865500445,1.0,0.0,2.0,2.3,28.0,4.8,4.84,4.86,4.86,4.82,2.12
14745,801496355661629210,1.0,1.0,1.0,2.0,1125.0,4.98,4.98,4.98,4.98,4.95,1.75
14746,801503469466722962,2.0,2.0,2.0,3.0,1125.0,4.71,4.79,4.64,4.93,4.93,0.64
14747,801562551520152437,2.0,1.0,2.0,1.0,60.0,,,,,4.5,0.28
14748,801578612429278414,,,,1.3,1125.0,5.0,5.0,5.0,5.0,5.0,0.16
14749,801648106879611879,1.0,1.0,1.0,1.0,1125.0,4.79,4.94,4.83,4.87,4.82,3.26
14750,802155845819505402,1.0,1.0,2.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,0.04
14751,802170785606495117,1.0,1.0,1.0,3.0,60.0,4.96,4.91,5.0,4.96,5.0,0.98
14752,798002352712713103,1.0,1.0,1.0,1.0,1125.0,4.82,4.85,4.77,4.89,4.94,
14753,798028868215514375,1.0,2.0,2.0,1.0,365.0,4.7,4.5,4.6,4.8,4.8,0.42
14754,798082845500009012,1.0,0.0,1.0,1.4,365.0,4.51,4.6,4.35,4.79,4.81,1.86
14755,798136487472905852,1.0,1.0,1.0,1.0,365.0,4.85,4.84,4.74,4.94,4.93,5.08
14756,798408930154123534,3.5,3.0,,1.3,1125.0,4.85,4.78,4.78,4.85,4.98,2.31
14757,798433931185349753,1.5,1.0,2.0,1.0,1125.0,4.89,4.84,4.93,4.86,4.73,4.45
14758,798571850100670742,1.5,1.0,2.0,1.0,365.0,4.68,4.77,4.82,4.79,4.8,
14759,798639077177079667,1.0,1.0,1.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,0.55
14760,798684089158724298,2.0,2.0,2.0,2.0,100.0,5.0,5.0,5.0,5.0,5.0,0.55
14761,798710559506691121,2.0,1.0,2.0,1.0,60.0,4.78,4.78,5.0,5.0,5.0,0.64
14762,802181388439088226,2.0,1.0,2.0,1.0,1125.0,4.78,4.78,5.0,5.0,5.0,0.64
14763,802211064921693897,2.0,1.0,2.0,1.6,365.0,4.66,4.7,4.73,4.87,4.86,5.3
14764,802245402147902354,2.0,2.0,2.0,1.0,1125.0,4.65,4.7,4.65,,4.95,2.77
14765,802281625119971700,1.0,1.0,1.0,1.0,365.0,5.0,5.0,4.67,5.0,4.67,0.13
14766,802316139253281979,1.0,2.0,1.0,1.0,365.0,5.0,5.0,5.0,5.0,,0.29
14767,802321198564176746,1.0,1.0,1.0,1.8,365.0,4.9,4.79,4.82,5.0,5.0,1.64
14768,802376384706283748,2.0,2.0,2.0,2.0,1125.0,4.97,5.0,4.93,5.0,4.76,1.24
14769,802403747172200756,2.0,2.0,2.0,3.0,1125.0,4.9,5.0,4.9,4.9,4.97,1.37
14770,802414564306860279,1.0,1.0,1.0,3.0,1125.0,4.81,4.76,4.86,4.81,,0.89
14771,798748673554483258,1.5,2.0,2.0,1.0,1125.0,4.73,4.8,4.95,4.78,5.0,1.85
14772,798756152309756576,1.0,1.0,1.0,2.0,1125.0,4.86,4.86,4.83,4.83,5.0,1.22
14773,798758624520168379,1.0,1.0,1.0,1.0,365.0,4.73,4.81,4.38,4.95,4.94,3.64
14774,798897408543165008,1.0,1.0,1.0,2.0,365.0,5.0,5.0,5.0,5.0,4.93,0.66
14775,799071125338396273,1.0,2.0,2.0,1.0,1125.0,4.87,4.92,4.83,4.9,4.94,3.79
14776,799236409606034009,2.0,2.0,3.0,3.0,1125.0,4.89,4.94,4.94,4.97,4.92,2.69
14777,799244631620055417,2.0,1.0,3.0,,180.0,5.0,5.0,4.8,5.0,5.0,0.23
14778,799267605502975492,3.0,3.0,,1.0,1125.0,4.33,,,,4.5,1.27
14779,799382825769779013,1.0,2.0,3.0,1.0,1125.0,4.95,4.99,4.96,4.99,4.86,3.23
14780,802447409618338136,2.0,2.0,2.0,2.0,1125.0,4.88,4.94,4.97,4.99,4.83,3.38
14781,802513212900071182,1.0,1.0,1.0,1.0,365.0,4.74,4.71,4.53,4.97,4.88,1.53
14782,802517445601607265,1.0,1.0,1.0,4.0,120.0,4.5,4.75,,4.75,5.0,0.17
14783,802521174982656785,2.0,,,1.0,180.0,5.0,5.0,5.0,5.0,5.0,0.13
14784,802546134703129741,1.0,1.0,1.0,1.0,365.0,4.88,4.82,4.71,4.94,4.94,0.72
14785,802779251447425748,1.0,2.0,2.0,2.0,365.0,4.44,4.53,4.62,4.83,4.75,
14786,802851562174940124,1.0,1.0,1.0,1.0,365.0,4.7,4.8,4.81,4.81,4.83,2.27
14787,802851578882386122,1.0,1.0,1.0,1.0,377.0,4.75,4.88,4.81,4.81,4.81,0.68
14788,802851587006043913,1.0,1.0,1.0,1.0,370.2,4.6,4.6,4.8,4.8,5.0,0.56
14789,802851598021149171,1.0,1.0,1.0,1.0,370.2,4.78,4.88,4.83,4.93,4.93,1.72
14790,799423518588391594,1.0,2.0,2.0,2.0,1125.0,4.86,4.81,4.86,4.95,4.97,1.57
14791,799949177804772080,2.0,3.0,3.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,1.42
14792,800061927367132388,1.0,1.0,1.0,,60.0,5.0,5.0,5.0,5.0,5.0,1.42
14793,800073443785191240,1.0,1.0,1.0,1.5,1125.0,4.66,4.73,4.67,4.7,4.94,2.88
14794,800082520976582473,1.0,1.0,2.0,,1125.0,4.66,4.73,4.67,4.7,4.94,2.88
14795,800082642853455486,1.0,1.0,1.0,1.5,1125.0,4.72,4.72,4.78,4.92,4.87,2.55
14796,800085610128911464,1.0,1.0,2.0,,30.0,4.72,4.72,4.78,4.92,4.87,2.55
14797,800089264542856897,2.0,2.0,2.0,,30.0,4.72,4.72,4.78,4.92,4.87,2.55
14798,800091463604319180,2.0,2.0,2.0,,31.0,4.72,4.72,4.78,4.92,4.87,2.55
14799,800093756397534908,2.0,2.0,2.0,,31.0,4.72,4.72,4.78,4.92,4.87,2.55
14800,802851602848984690,1.0,1.0,1.0,1.0,377.0,4.68,4.7,4.78,4.76,4.95,1.57
14801,802865354755066770,2.0,2.0,2.0,2.0,1125.0,4.91,4.91,4.91,4.95,4.88,2.88
14802,802871698050386596,2.0,1.0,2.0,1.0,375.3,4.76,4.82,4.94,4.94,5.0,0.72
14803,802871699821273841,1.0,1.0,1.0,1.0,365.0,4.76,4.85,4.76,4.92,4.93,2.55
14804,802871708276846810,1.0,1.0,1.0,1.0,370.2,4.71,4.75,4.76,4.79,4.88,2.93
14805,802871710932104417,1.0,1.0,1.0,1.0,370.2,4.65,4.68,4.77,4.74,4.81,1.31
14806,802871716198443448,1.0,1.0,1.0,1.0,370.2,4.7,4.68,4.86,4.89,4.95,1.86
14807,802871721945149342,0.0,1.0,2.0,1.0,375.3,4.85,4.85,4.83,4.9,4.98,2.24
14808,802878646172430484,2.0,3.0,3.0,2.0,365.0,4.88,4.89,4.83,4.91,4.98,4.07
14809,802918874535457954,2.0,2.0,2.0,3.0,180.0,4.5,5.0,4.5,4.75,4.75,0.19
14810,802940045888516213,1.0,1.0,2.0,2.0,999.0,4.9,4.95,4.93,4.92,4.98,2.5
14811,800117834032036762,1.0,2.0,2.0,1.3,1125.0,4.69,4.67,4.66,4.83,4.94,2.74
14812,800155479991418736,1.0,2.0,2.0,1.0,1125.0,4.84,4.93,4.75,4.93,5.0,2.94
14813,800176027594232574,2.0,2.0,2.0,,365.0,4.84,4.93,4.75,4.93,5.0,2.94
14814,800184567231830378,1.5,1.0,1.0,1.0,5.0,4.83,5.0,4.83,5.0,4.67,0.27
14815,800226163349873562,2.0,3.0,,,1125.0,5.0,5.0,4.95,5.0,4.95,0.86
14816,800256593486557352,1.0,2.0,2.0,4.0,1125.0,4.82,4.87,4.77,4.94,4.81,3.29
14817,800324427405459945,1.0,2.0,3.0,2.0,365.0,4.72,4.72,4.61,4.81,4.81,1.58
14818,800529161311953002,2.0,2.0,3.0,,1125.0,4.97,4.97,4.94,4.97,4.97,1.51
14819,800553289500917932,1.0,1.0,1.0,1.0,1125.0,4.5,5.0,5.0,5.0,4.5,0.13
14820,802940121908408473,1.0,1.0,2.0,2.0,1125.0,4.82,4.84,4.82,4.92,4.97,1.63
14821,802943591681112060,2.0,2.0,3.0,2.0,1125.0,4.89,4.92,4.78,4.92,4.97,1.56
14822,802944912359602416,1.0,1.0,1.0,1.0,365.0,4.9,4.9,5.0,4.9,5.0,0.44
14823,803085108257648045,1.0,1.0,1.0,1.0,1125.0,4.83,4.74,4.66,4.75,4.82,3.3
14824,803134382683559205,2.5,3.0,,2.0,1125.0,4.9,4.93,4.97,4.84,4.91,3.83
14825,803135178343876527,,,,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,0.09
14826,803188372947575673,2.0,3.0,3.0,1.0,1125.0,4.84,4.91,4.89,4.96,4.96,2.42
14827,803199335180295012,1.0,2.0,3.0,1.0,1125.0,4.8,4.77,4.74,4.69,4.69,1.53
14828,803546007064511793,1.0,2.0,,2.0,1125.0,4.57,4.74,4.52,4.57,4.7,1.01
14829,803597871465264272,1.5,1.0,1.0,1.0,1125.0,4.92,4.95,4.89,4.95,4.99,3.76
14830,800555532607668754,1.0,2.0,2.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,0.11
14831,800718369352724319,1.0,2.0,2.0,,1125.0,5.0,5.0,5.0,5.0,5.0,0.11
14832,800754257186426213,1.0,2.0,2.0,3.0,365.0,5.0,5.0,4.91,4.64,5.0,0.48
14833,800801320965019484,2.0,2.0,3.0,,1125.0,5.0,4.95,4.95,4.95,4.65,0.88
14834,800815044752677496,,,,1.0,1125.0,,,,,4.67,0.14
14835,800819664220255601,1.0,1.0,1.0,4.0,1125.0,4.69,4.81,4.59,4.94,4.84,1.34
14836,800826392427356878,1.0,1.0,1.0,3.0,1125.0,,,,,,0.09
14837,800972919527129697,1.0,1.0,1.0,1.0,1125.0,4.97,4.94,4.97,4.94,4.92,4.06
14838,805782457354055946,3.0,,,3.2,1125.0,4.88,4.86,4.88,4.9,4.86,2.48
14839,803600433530093388,3.5,,,1.0,365.0,4.88,4.86,4.88,4.9,4.86,2.48
14840,803633009230560704,1.0,1.0,1.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,0.14
14841,803654903896411001,1.0,1.0,1.0,1.0,1125.0,5.0,5.0,5.0,5.0,5.0,0.14
14842,803661198536468808,2.0,1.0,1.0,1.0,1125.0,4.53,4.75,4.63,4.59,4.53,1.41
14843,803741611995338649,1.0,1.0,1.0,2.0,1125.0,4.91,5.0,4.91,5.0,4.95,0.93
14844,803758966788215755,1.0,1.0,1.0,3.0,1125.0,,,,,4.8,0.33
14845,805783029868057714,1.0,1.0,1.0,1.0,1125.0,4.82,4.82,4.73,4.64,4.82,0.47
14846,805783832283013697,1.0,1.0,2.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,0.4
14847,805791078787073897,2.0,1.0,1.0,1.0,365.0,4.74,4.7,4.3,4.89,4.96,1.97
14848,805794662633322949,2.0,1.0,1.0,1.0,365.0,4.85,4.81,4.64,4.96,5.0,2.0
14849,805796686131557876,2.0,1.0,1.0,1.0,365.0,4.8,4.73,4.56,4.87,4.93,2.34
14850,805802216631263338,2.0,1.0,1.0,1.0,365.0,4.73,4.77,4.54,4.94,4.92,2.05
14851,805847587943804744,1.5,1.0,2.0,2.2,1125.0,4.75,4.85,4.8,,4.9,0.86
14852,803770644452054327,1.5,3.0,2.0,1.0,365.0,4.89,4.78,5.0,4.89,5.0,0.46
14853,803772089406772844,2.0,2.0,3.0,2.2,1125.0,4.64,4.86,4.91,,4.68,0.98
14854,803901289149398953,3.5,,,1.0,365.0,4.59,4.69,4.31,4.81,4.84,1.43
14855,803909691154735303,1.0,1.0,1.0,2.0,1125.0,4.76,4.8,4.84,4.82,4.53,1.94
14856,803987433179595640,,,,1.0,180.0,4.75,4.63,4.75,4.88,5.0,0.34
14857,804565639936130165,3.0,3.0,3.0,2.0,1125.0,5.0,5.0,5.0,5.0,4.92,0.55
14858,804566771928888462,1.0,1.0,1.0,2.0,1125.0,4.8,4.6,4.73,4.93,5.0,0.65
14859,804657816261337203,1.0,1.0,1.0,2.0,365.0,4.95,4.94,4.85,4.95,4.9,3.49
14860,804978062458760988,2.0,3.0,3.0,1.0,120.0,4.83,4.8,4.73,4.9,4.95,1.74
14861,805130308439602221,2.0,1.0,1.0,1.0,365.0,4.74,4.83,4.55,4.89,4.96,2.0
14862,805171692527702727,1.0,1.0,2.0,1.0,30.0,4.98,4.97,4.98,4.98,4.71,4.74
14863,805867153663750010,1.0,1.0,1.0,2.0,1125.0,4.7,4.93,4.75,4.6,4.8,1.73
14864,805907879993588378,1.0,1.0,0.0,2.0,365.0,4.84,4.86,4.93,4.93,4.97,3.81
14865,805919197524774704,1.0,1.0,1.0,2.0,1125.0,4.83,4.83,4.92,4.92,5.0,0.51
14866,805942061483711421,1.0,1.0,1.0,1.0,1125.0,4.83,4.83,4.92,4.92,5.0,0.51
14867,806035940807516664,1.0,1.0,1.0,1.0,365.0,4.81,4.85,4.73,4.94,4.95,2.63
14868,806123065729852432,2.0,2.0,,1.0,365.0,4.88,4.88,4.94,4.81,5.0,0.69
14869,806125578904670859,2.0,2.0,,2.0,1125.0,4.92,4.94,4.96,4.98,4.71,2.04
14870,806416648270768589,1.0,1.0,1.0,1.0,365.0,4.84,4.63,4.63,4.84,4.79,0.88
14871,806453249114302689,1.0,2.0,,2.0,1125.0,,,,,,0.22
14872,806457977399883592,2.0,2.0,2.0,2.0,90.0,4.83,4.97,4.5,4.83,4.97,1.41
14873,806470740562072660,1.0,1.0,1.0,2.0,1125.0,4.82,4.97,4.7,4.79,4.88,1.45
14874,805179929742753302,1.0,1.0,1.0,1.0,365.0,4.82,4.97,4.7,4.79,4.88,1.45
14875,805201102407273606,1.0,1.0,2.0,2.0,1125.0,4.64,4.79,4.79,4.67,4.95,3.44
