,id,bathrooms,bedrooms,beds,minimum_nights_avg_ntm,maximum_nights_avg_ntm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_location,reviews_per_month
4012,28733813,1.5,1.0,2.0,1.0,1125.0,4.5,5.0,4.33,4.67,4.67,0.08
4013,28738598,3.0,3.0,3.0,1.0,1125.0,4.93,4.93,5.0,4.8,4.87,0.2
4014,28761126,1.0,1.0,1.0,1.0,1125.0,4.89,4.94,4.92,4.94,4.9,
4015,28762850,1.0,1.0,1.0,2.0,1125.0,4.92,4.93,4.86,4.99,4.96,2.88
4016,28765693,2.0,2.0,,2.0,31.0,4.87,4.88,4.81,4.89,4.96,1.1
4017,28773374,1.0,1.0,2.0,1.0,1125.0,4.72,4.79,4.69,4.75,4.83,3.27
4018,29164973,1.0,1.0,1.0,,120.0,4.72,4.79,4.69,4.75,4.83,3.27
4019,29182662,1.0,1.0,1.0,3.0,15.0,5.0,5.0,5.0,5.0,4.75,0.05
4020,29186078,1.0,2.0,2.0,1.1,365.0,5.0,5.0,5.0,5.0,4.75,0.05
4021,29187789,1.0,1.0,2.0,4.0,150.0,4.98,4.98,4.94,5.0,5.0,0.73
4022,29189611,2.5,2.0,2.0,1.6,1125.0,4.93,5.0,5.0,5.0,5.0,0.19
4023,28775638,1.0,1.0,1.0,3.0,1125.0,4.33,4.54,4.63,,,0.32
4024,28784407,1.0,1.0,1.0,1.0,30.0,4.84,4.85,4.89,4.95,4.88,2.25
4025,28784553,1.0,1.0,1.0,2.0,365.0,4.83,5.0,4.83,5.0,4.83,0.08
4026,28802337,1.0,1.0,1.0,5.0,1125.0,4.69,4.69,4.69,4.63,5.0,0.23
4027,28802812,2.0,1.0,1.0,1.0,1012.6,4.9,4.94,4.77,4.94,5.0,0.63
4028,28811698,1.0,1.0,1.0,,30.0,,5.0,5.0,5.0,,0.01
4029,28825789,2.0,2.0,3.0,3.6,30.0,4.67,4.67,5.0,5.0,5.0,0.05
4030,28839548,1.0,1.0,1.0,4.9,1125.0,4.72,4.81,4.76,4.88,4.86,2.18
4031,28839575,1.0,3.0,1.0,2.0,1125.0,4.67,5.0,,5.0,5.0,0.04
4032,29194186,1.0,2.0,2.0,2.0,28.0,4.9,4.92,4.85,4.95,4.89,1.81
4033,29217617,1.0,1.0,1.0,3.0,1125.0,4.5,4.8,4.6,4.9,4.9,0.14
4034,29217982,1.0,1.0,1.0,2.0,1125.0,4.82,4.9,4.69,5.0,4.97,1.02
4035,29219909,1.0,1.0,1.0,1.0,60.0,4.64,4.64,4.64,,4.64,0.15
4036,29233665,2.0,2.0,2.0,2.0,1125.0,4.75,4.85,4.79,4.95,4.97,2.04
4037,29234076,1.5,1.0,1.0,2.0,30.0,4.92,4.96,4.96,4.96,4.92,0.33
4038,29234665,2.0,2.0,3.0,2.0,365.0,5.0,5.0,5.0,5.0,4.88,0.11
4039,28840510,1.0,2.0,2.0,1.0,1125.0,4.89,4.88,4.9,4.94,4.87,
4040,28841973,1.0,2.0,2.0,3.0,30.0,4.97,4.97,4.91,4.97,4.91,0.45
4041,28843607,2.0,3.0,,1.0,1125.0,4.77,4.87,4.68,4.97,4.95,2.27
4042,28857770,1.0,1.0,1.0,1.0,1125.0,4.42,4.54,4.51,4.83,4.91,2.38
4043,28859942,1.0,2.0,2.0,2.0,1125.0,4.5,5.0,5.0,5.0,,0.03
4044,28863764,1.0,2.0,2.0,,28.0,4.62,4.8,4.7,4.85,5.0,0.85
4045,28864562,1.0,1.0,1.0,1.0,1125.0,4.55,4.6,4.6,4.81,4.95,3.48
4046,28864996,1.0,2.0,2.0,2.0,1125.0,4.77,4.86,4.74,4.91,4.75,1.63
4047,28867872,1.0,1.0,2.0,4.0,1125.0,4.77,4.86,4.74,4.91,4.75,1.63
4048,29235866,2.0,2.0,2.0,2.0,1125.0,4.88,4.94,4.96,4.9,4.98,1.65
4049,29236525,1.0,1.0,2.0,5.0,40.0,4.96,4.89,4.81,4.85,4.74,0.36
4050,29240612,1.0,1.0,1.0,2.0,1125.0,4.83,4.82,4.81,4.87,4.96,1.61
4051,29241744,1.0,1.0,1.0,,1125.0,4.92,4.96,4.96,4.96,4.92,0.78
4052,29241935,1.0,1.0,1.0,2.0,1125.0,4.89,4.89,4.9,4.93,4.94,2.83
4053,29256510,1.0,1.0,1.0,1.0,29.0,4.78,4.88,4.78,4.9,4.95,
4054,29260082,1.0,1.0,1.0,1.0,15.0,5.0,5.0,4.77,4.92,5.0,0.17
4055,29275515,1.0,2.0,,3.0,1125.0,4.7,4.89,4.87,4.83,4.59,0.95
4056,28884129,1.0,1.0,1.0,4.0,1125.0,4.75,4.92,4.8,4.97,4.9,1.16
4057,28893939,2.0,2.0,2.0,3.0,1125.0,4.91,4.93,4.96,4.96,4.92,1.18
4058,28896265,1.0,1.0,1.0,2.0,1125.0,4.95,4.98,4.95,5.0,4.99,1.12
4059,28911246,1.0,1.0,1.0,2.0,1125.0,4.65,4.75,4.57,4.82,4.89,1.11
4060,28912985,1.0,2.0,2.0,1.0,1125.0,4.75,4.81,4.59,4.92,4.85,5.05
4061,28915433,1.0,1.0,1.0,2.1,350.0,4.88,4.84,4.98,4.84,4.94,0.66
4062,28928237,2.5,2.0,2.0,4.0,1125.0,4.95,4.98,4.91,4.96,5.0,1.09
4063,28931828,1.0,2.0,3.0,3.0,1125.0,4.94,4.96,4.93,4.96,4.54,2.07
4064,28932104,3.0,3.0,,2.0,31.0,4.82,4.79,4.87,4.92,4.9,1.21
4065,29275567,1.0,2.0,2.0,2.0,1125.0,4.79,4.89,4.75,4.92,4.88,1.02
4066,29278672,2.0,2.0,2.0,2.0,1125.0,4.88,5.0,4.5,5.0,4.75,0.12
4067,29308452,2.0,1.0,2.0,2.0,1125.0,4.89,4.89,5.0,4.78,4.89,0.12
4068,29308980,2.0,1.0,1.0,2.0,1125.0,4.57,4.57,4.86,4.71,,0.39
4069,29310558,1.0,1.0,1.0,2.0,200.0,4.96,4.89,4.94,4.87,4.99,1.6
4070,29310830,1.0,1.0,2.0,2.0,2.0,4.96,4.89,4.94,4.87,4.99,1.6
4071,29311759,1.0,2.0,,3.0,1125.0,4.96,4.95,4.92,5.0,4.84,1.24
4072,29311870,1.0,1.0,1.0,2.0,1125.0,5.0,5.0,5.0,5.0,4.8,0.11
4073,29334817,2.0,2.0,2.0,2.0,365.0,4.98,4.97,4.94,4.95,4.94,0.85
4074,29337884,2.0,2.0,2.0,2.0,90.0,4.98,4.97,4.94,4.95,4.94,0.85
4075,29339498,1.0,2.0,2.0,3.0,1125.0,4.84,4.87,4.85,4.91,4.95,1.99
4076,29340651,1.0,1.0,1.0,1.0,1125.0,4.84,4.87,4.85,4.91,4.95,1.99
4077,29359014,1.0,2.0,1.0,1.3,1125.0,4.58,4.7,4.64,4.76,4.86,1.23
4078,29364958,1.0,1.0,2.0,,30.0,4.58,4.7,4.64,4.76,4.86,1.23
4079,29365427,1.0,1.0,2.0,1.0,999.0,4.49,4.62,4.54,4.72,4.96,1.45
4080,29367675,1.0,1.0,1.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,0.01
4081,29369122,1.0,1.0,1.0,1.0,1125.0,4.96,4.97,4.86,4.98,4.95,2.17
4082,29312470,1.0,1.0,1.0,2.0,1125.0,4.97,4.97,4.86,4.89,4.86,0.48
4083,29316513,2.5,2.0,,3.9,1125.0,4.96,4.97,4.95,5.0,4.95,4.01
4084,29333380,2.5,2.0,,,120.0,4.96,4.97,4.95,5.0,4.95,4.01
4085,29872978,1.0,1.0,2.0,2.0,15.0,4.95,4.95,5.0,5.0,5.0,0.26
4086,29876864,2.0,2.0,2.0,1.0,1125.0,4.9,4.92,4.96,4.92,5.0,0.85
4087,29878633,1.0,1.0,1.0,2.0,1125.0,4.9,4.92,4.96,4.92,5.0,0.85
4088,29880380,1.0,1.0,1.0,1.0,1125.0,4.7,4.75,4.65,4.82,4.85,1.38
4089,29880436,2.0,2.0,3.0,2.0,1125.0,4.77,4.95,4.73,4.98,4.95,0.82
4090,29899716,1.0,2.0,3.0,2.0,1125.0,4.86,4.87,4.86,4.94,4.97,1.26
4091,29900054,1.0,1.0,2.0,2.0,1125.0,4.79,4.79,4.85,4.86,4.89,1.32
4092,29389439,1.0,1.0,1.0,2.0,1125.0,4.9,4.89,4.88,4.79,4.97,2.93
4093,29395851,1.0,2.0,2.0,2.0,1125.0,4.57,4.52,4.71,4.78,4.79,1.45
4094,29399365,1.0,2.0,2.0,1.0,5.0,4.57,4.52,4.71,4.78,4.79,1.45
4095,29405943,1.0,2.0,2.0,2.0,365.0,5.0,5.0,5.0,5.0,4.67,0.21
4096,29410960,1.0,1.0,1.0,2.0,1125.0,4.78,4.78,4.83,4.87,4.61,0.33
4097,29412474,1.0,1.0,2.0,2.0,365.0,4.83,4.79,4.85,4.81,4.98,0.64
4098,29414361,2.0,2.0,2.0,2.0,90.0,4.62,4.69,4.69,4.85,4.92,1.75
4099,29415190,2.0,1.0,2.0,1.0,1125.0,,4.5,5.0,,4.5,0.11
4100,29421109,1.0,2.0,3.0,2.0,1125.0,4.94,4.86,4.96,4.88,,2.62
4101,29900598,1.0,1.0,1.0,1.0,1125.0,4.9,4.89,4.87,4.95,4.94,1.13
4102,29906267,1.5,1.0,2.0,2.0,20.0,4.87,4.84,4.82,4.82,4.76,0.61
4103,29906646,1.0,1.0,1.0,1.0,1125.0,4.96,4.96,4.97,4.96,4.97,1.0
4104,29906767,1.0,2.0,1.0,1.0,1125.0,4.8,4.95,4.7,4.95,4.9,0.27
4105,29909266,1.0,2.0,2.0,1.0,90.0,4.84,4.88,4.72,4.91,5.0,0.44
4106,29909604,1.0,1.0,1.0,2.0,1125.0,4.45,4.64,4.36,4.86,4.83,2.72
4107,29923551,1.0,1.0,2.0,3.0,1125.0,4.88,4.88,4.87,4.97,4.92,0.81
4108,29928481,3.5,,3.0,2.0,1125.0,4.88,4.9,4.85,4.93,4.93,0.55
4109,29425652,1.0,0.0,2.0,1.0,40.0,4.77,4.81,4.83,4.87,4.88,4.97
4110,29452902,1.0,1.0,2.0,2.0,1125.0,4.64,4.66,4.6,4.97,4.9,0.96
4111,29455584,1.0,1.0,2.0,,1125.0,4.64,4.66,4.6,4.97,4.9,0.96
4112,29458512,1.0,2.0,3.0,2.0,1125.0,4.78,4.84,4.84,4.89,4.52,1.6
4113,29488630,2.0,2.0,,1.0,1125.0,4.73,4.79,4.73,4.8,4.7,4.13
4114,29512903,1.0,1.0,1.0,1.6,1125.0,4.73,4.79,4.73,4.8,4.7,4.13
4115,29519192,2.0,2.0,3.0,5.0,1125.0,4.35,,4.35,4.75,4.75,0.29
4116,29519405,2.0,2.0,3.0,2.0,1125.0,4.7,4.9,4.8,4.9,4.7,0.13
4117,29521450,1.5,1.0,2.0,1.0,1125.0,4.77,4.89,4.82,4.93,4.84,1.18
4118,29937322,2.0,3.0,,,1125.0,4.95,4.97,4.92,4.99,4.98,2.59
4119,29937902,2.0,2.0,2.0,,1125.0,4.96,4.97,4.94,4.97,4.89,2.98
4120,29940770,1.0,1.0,1.0,2.0,250.0,4.91,4.93,4.94,4.67,4.98,1.61
4121,29945609,2.0,2.0,2.0,2.0,5.0,4.85,4.87,4.91,4.95,4.84,3.9
4122,29959761,1.0,1.0,1.0,,90.0,4.88,4.81,4.75,5.0,5.0,0.22
4123,29962736,1.0,1.0,1.0,2.0,1125.0,4.68,4.8,4.85,4.97,4.87,0.86
4124,29963961,1.0,1.0,1.0,2.0,30.0,4.92,5.0,4.97,4.97,4.9,0.52
4125,29967925,1.0,1.0,1.0,2.0,1125.0,4.92,4.94,4.93,4.93,4.89,2.31
4126,29976227,1.0,1.0,1.0,3.0,1125.0,4.87,4.82,4.85,4.9,4.82,1.52
4127,29522514,2.0,1.0,2.0,1.0,1125.0,4.93,4.84,4.98,4.91,4.96,0.99
4128,29537518,1.0,1.0,2.0,3.0,1125.0,,,,4.64,4.64,0.15
4129,29542276,2.5,2.0,,4.0,1125.0,4.94,4.97,4.91,4.97,4.99,2.14
4130,29544215,2.5,2.0,,2.0,1125.0,4.99,4.98,4.98,4.97,4.98,1.41
4131,29547104,1.0,1.0,1.0,1.0,1000.0,4.92,4.91,4.72,4.94,4.83,2.87
4132,29561038,1.0,1.0,1.0,2.0,1125.0,4.92,4.91,4.72,4.94,4.83,2.87
4133,29565637,1.0,2.0,1.0,,365.0,4.92,4.91,4.72,4.94,4.83,2.87
4134,29567404,1.0,2.0,1.0,2.0,31.0,4.92,4.91,4.72,4.94,4.83,2.87
4135,29570564,1.0,1.0,1.0,5.0,15.0,5.0,4.8,5.0,5.0,5.0,0.07
4136,29573378,1.0,1.0,2.0,3.0,365.0,5.0,4.8,5.0,5.0,5.0,0.07
4137,29573488,2.0,2.0,2.0,2.0,1125.0,4.88,4.93,4.89,4.91,4.85,4.08
4138,29982094,1.0,1.0,1.0,1.0,1125.0,4.72,4.84,4.88,4.69,4.56,1.21
4139,29982402,1.0,1.0,1.0,1.0,1125.0,4.79,4.84,4.77,4.92,4.99,5.14
4140,29983922,1.5,1.0,1.0,5.0,1125.0,5.0,5.0,4.92,5.0,4.92,0.18
4141,29987132,1.5,1.0,1.0,1.0,30.0,4.83,4.86,4.86,4.88,4.78,4.12
4142,29990568,2.0,3.0,2.0,1.0,1125.0,4.83,4.86,4.86,4.88,4.78,4.12
4143,29991443,1.0,1.0,2.0,2.0,1125.0,4.96,4.98,4.93,4.99,4.96,3.2
4144,29993117,2.0,2.0,1.0,5.0,730.0,4.71,4.57,4.43,4.86,4.86,0.1
4145,29993649,2.0,2.0,1.0,,200.0,5.0,4.94,4.97,4.97,5.0,0.88
4146,30011295,1.0,1.0,1.0,2.0,90.0,4.72,4.84,4.78,4.83,4.95,2.3
4147,30013233,1.0,1.0,1.0,3.0,10.0,4.72,4.84,4.78,4.83,4.95,2.3
4148,30017508,1.0,2.0,1.0,3.0,150.0,5.0,5.0,4.8,5.0,5.0,0.21
4149,29574790,1.0,1.0,1.0,2.0,730.0,4.93,4.94,4.93,4.79,5.0,2.76
4150,29582592,1.0,1.0,1.0,3.0,1125.0,4.93,4.94,4.93,4.79,5.0,2.76
4151,29587897,1.0,1.0,2.0,5.0,1125.0,4.68,4.76,4.66,4.76,4.53,0.55
4152,29594622,1.0,2.0,2.0,2.0,1125.0,4.68,4.76,4.66,4.76,4.53,0.55
4153,29597512,1.0,1.0,2.0,,1125.0,4.96,4.96,4.96,4.96,5.0,0.45
4154,29627260,1.0,2.0,2.0,,730.0,4.97,4.99,4.95,4.95,4.92,2.41
4155,29629990,1.0,1.0,1.0,2.0,60.0,5.0,5.0,4.8,4.8,4.8,0.07
4156,29630315,1.5,2.0,2.0,5.0,7.0,5.0,5.0,4.8,4.8,4.8,0.07
4157,29632095,1.5,2.0,2.0,3.0,15.0,5.0,5.0,4.89,5.0,5.0,0.12
4158,29634593,1.5,2.0,2.0,2.0,90.0,,,5.0,5.0,,0.03
4159,29654342,1.5,1.0,2.0,1.0,1125.0,,,5.0,5.0,,0.03
4160,30020962,1.5,1.0,2.0,,365.0,5.0,5.0,5.0,5.0,5.0,0.09
4161,30020970,1.5,1.0,2.0,,1125.0,5.0,5.0,4.67,5.0,5.0,0.05
4162,30021219,1.5,2.0,2.0,2.0,1125.0,4.79,4.77,4.86,4.93,4.98,2.19
4163,30021495,1.0,1.0,3.0,4.0,1125.0,4.79,4.77,4.86,4.93,4.98,2.19
4164,30021781,1.0,1.0,1.0,2.0,1125.0,4.79,4.77,4.86,4.93,4.98,2.19
4165,30032853,1.0,1.0,1.0,1.0,1125.0,4.9,4.94,4.87,4.98,4.88,4.6
4166,30034879,2.5,2.0,3.0,5.0,1125.0,5.0,5.0,5.0,5.0,5.0,0.03
4167,30041852,1.0,3.0,3.0,1.0,30.0,5.0,5.0,4.43,5.0,5.0,0.1
4168,30042141,2.5,2.0,3.0,2.0,1125.0,4.89,4.81,4.81,4.92,4.78,0.49
4169,30042798,1.0,1.0,1.0,3.0,1125.0,4.85,4.94,4.84,4.84,4.92,2.29
4170,30043171,3.5,,,2.0,1125.0,4.99,4.97,4.94,5.0,4.99,1.17
4171,30043283,1.0,1.0,2.0,2.0,1125.0,4.92,4.95,4.93,4.96,4.96,3.66
4172,29656701,1.5,2.0,2.0,3.0,365.0,4.86,4.89,4.81,4.9,4.92,1.33
4173,29657866,1.5,1.0,2.0,1.0,1125.0,4.7,4.64,4.7,4.75,4.7,0.86
4174,29661349,1.0,1.0,2.0,3.0,1125.0,4.93,4.92,4.89,4.97,4.96,1.73
4175,29663570,2.0,2.0,2.0,2.1,1125.0,4.94,4.92,4.77,4.87,5.0,0.73
4176,29663774,2.0,1.0,2.0,3.0,365.0,,4.63,,4.63,,0.41
4177,29678856,2.0,1.0,2.0,1.0,365.0,4.75,5.0,4.75,5.0,4.5,0.17
4178,29679431,1.0,1.0,1.0,1.0,365.0,5.0,5.0,5.0,5.0,5.0,0.35
4179,29680980,1.0,1.0,1.0,1.0,1125.0,4.58,4.65,4.72,4.82,4.92,3.08
4180,29684695,2.0,2.0,2.0,2.0,30.0,4.96,4.97,4.99,4.95,4.72,1.33
4181,29689384,1.0,2.0,2.0,3.0,1125.0,4.93,4.97,4.99,4.95,4.84,1.1
4182,30043309,,,,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,0.04
4183,30046003,1.0,1.0,2.0,3.0,730.0,4.89,4.93,4.77,4.99,4.95,1.7
4184,30050018,1.0,1.0,2.0,2.0,730.0,4.83,4.86,4.76,4.83,4.72,0.41
4185,30051139,2.0,2.0,2.0,3.0,1125.0,4.95,4.96,4.94,5.0,4.94,2.97
4186,30058402,1.0,1.0,1.0,2.0,1125.0,4.6,4.66,4.51,4.95,4.89,1.55
4187,30059456,1.0,1.0,1.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,0.01
4188,30063299,1.0,1.0,2.0,1.0,99.0,4.81,4.8,4.86,4.88,4.5,4.09
4189,29700679,1.0,2.0,2.0,,7.0,4.81,4.8,4.86,4.88,4.5,4.09
4190,29701007,1.0,1.0,2.0,5.0,1125.0,4.89,4.89,4.68,5.0,4.93,0.4
4191,29708293,1.0,1.0,1.0,1.0,1125.0,4.54,4.65,4.65,4.84,4.83,2.37
4192,29710454,1.0,1.0,1.0,1.0,30.0,5.0,5.0,5.0,5.0,5.0,0.04
4193,29731454,1.0,2.0,3.0,1.6,1125.0,4.75,4.67,4.7,4.9,4.88,0.81
4194,29731950,1.0,1.0,3.0,1.0,1125.0,4.84,4.84,4.78,4.94,4.9,1.55
4195,29737766,2.0,1.0,3.0,,311.0,4.86,4.86,4.71,4.86,5.0,0.1
4196,29774318,1.0,1.0,1.0,,40.0,4.86,4.86,4.71,4.86,5.0,0.1
4197,29795282,1.5,1.0,1.0,,1125.0,4.81,4.86,4.6,4.98,4.93,0.58
4198,29805598,1.0,2.0,2.0,,365.0,4.71,4.93,5.0,4.93,4.64,0.19
4199,30067439,1.5,2.0,2.0,2.0,30.0,5.0,5.0,5.0,5.0,5.0,0.22
4200,30089549,1.0,0.0,2.0,2.0,1125.0,5.0,5.0,5.0,5.0,5.0,0.22
4201,30109817,1.0,1.0,1.0,2.0,1125.0,4.84,4.89,4.78,4.86,4.97,4.22
4202,30124813,2.0,1.0,1.0,2.0,15.0,4.84,4.89,4.78,4.86,4.97,4.22
4203,30130679,1.0,2.0,,1.0,365.0,4.81,4.87,4.79,4.71,4.61,
4204,30131793,2.0,2.0,3.0,3.0,1125.0,4.83,4.8,4.84,4.9,4.88,1.08
4205,30145165,2.0,1.0,3.0,,1125.0,4.81,4.85,4.48,4.85,4.9,0.84
4206,29806325,1.0,1.0,1.0,1.0,1125.0,4.81,4.85,4.82,4.85,4.75,1.8
4207,29808688,1.0,1.0,1.0,2.0,730.0,4.59,4.7,4.67,4.89,5.0,1.02
4208,29822819,2.0,2.0,3.0,2.0,1125.0,4.73,4.79,4.49,4.99,4.92,0.98
4209,29822901,2.0,2.0,3.0,2.0,15.0,4.73,4.79,4.49,4.99,4.92,0.98
4210,29823286,2.0,2.0,3.0,,30.0,4.73,4.79,4.49,4.99,4.92,0.98
4211,29826476,1.0,1.0,1.0,1.0,1125.0,4.79,4.91,4.86,4.88,4.79,2.2
4212,29829105,2.0,1.0,1.0,1.0,1125.0,4.69,4.75,4.71,4.81,4.9,4.25
4213,29830555,2.0,2.0,2.0,2.0,1125.0,4.73,4.86,4.67,4.87,4.93,2.51
4214,29830641,1.0,1.0,1.0,2.0,1125.0,4.85,4.84,4.85,4.82,4.9,1.31
4215,30148929,1.0,1.0,1.0,1.0,4.0,4.86,4.87,4.88,4.88,4.79,
4216,30151084,1.0,1.0,1.0,4.0,1125.0,4.79,4.83,4.82,4.86,4.96,1.8
4217,30156624,1.0,1.0,2.0,3.0,1125.0,4.87,4.74,4.8,4.89,4.61,0.64
4218,30157869,1.0,1.0,1.0,1.0,1125.0,4.96,5.0,4.92,4.92,4.88,0.37
4219,30171571,1.0,1.0,2.0,4.0,60.0,4.89,4.97,4.89,4.96,4.96,1.66
4220,30180920,2.0,2.0,2.0,1.8,506.0,4.9,4.96,4.97,4.94,4.93,3.02
4221,29834040,1.0,1.0,1.0,3.0,1125.0,4.9,4.96,4.97,4.94,4.93,3.02
4222,29838059,1.0,3.0,1.0,2.0,1125.0,4.87,4.88,4.91,4.96,4.98,1.14
4223,29854270,1.0,2.0,2.0,1.0,1125.0,4.55,4.63,4.64,4.94,4.84,1.91
4224,29855084,1.0,1.0,1.0,,30.0,4.55,4.63,4.64,4.94,4.84,1.91
4225,29857429,1.0,2.0,2.0,2.0,15.0,4.85,4.88,4.81,4.81,4.62,0.44
4226,29857432,1.0,1.0,1.0,,365.0,4.96,5.0,4.88,4.96,5.0,0.35
4227,29858832,1.5,1.0,1.0,1.0,1125.0,4.86,4.93,4.72,4.97,5.0,0.39
4228,29860730,1.5,1.0,1.0,1.0,1125.0,4.86,4.93,4.72,4.97,5.0,0.39
4229,29872130,1.5,1.0,1.0,1.0,7.0,5.0,5.0,5.0,5.0,5.0,1.16
4230,30272161,1.5,1.0,1.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,1.16
4231,30181844,1.0,1.0,1.0,1.0,1125.0,4.91,4.9,4.96,4.88,4.88,1.08
4232,30181990,1.0,1.0,1.0,1.0,30.0,5.0,5.0,5.0,5.0,5.0,0.03
4233,30182015,2.5,1.0,1.0,1.0,1125.0,4.91,4.96,4.9,4.93,4.99,2.01
4234,30184001,1.0,1.0,1.0,3.0,365.0,4.91,4.96,4.9,4.93,4.99,2.01
4235,30197200,1.0,3.0,3.0,2.0,1125.0,4.73,4.73,4.42,4.92,4.94,0.72
4236,30204587,1.0,1.0,1.0,1.0,1125.0,4.92,4.95,4.94,4.89,4.98,1.19
4237,30208845,2.0,2.0,2.0,1.0,504.3,4.89,4.92,4.93,4.96,4.91,1.04
4238,30208864,2.0,2.0,2.0,1.8,506.0,4.97,4.99,4.99,4.96,4.96,1.23
4239,30234775,2.5,2.0,2.0,2.2,1125.0,4.77,4.84,5.0,4.9,4.71,0.44
4240,30246189,1.0,1.0,1.0,1.0,15.0,4.82,4.93,4.8,4.95,4.97,1.06
4241,30274570,1.0,,1.0,2.0,1125.0,4.98,4.98,4.95,4.9,4.98,1.06
4242,30282615,1.0,3.0,2.0,3.0,10.0,4.62,4.77,4.63,4.85,4.9,0.72
4243,30289360,2.5,1.0,2.0,1.0,1125.0,4.97,4.97,4.87,4.87,4.87,0.41
4244,30290627,1.5,1.0,2.0,1.0,1125.0,5.0,4.67,5.0,5.0,4.67,0.04
4245,30292797,1.0,1.0,2.0,1.0,1125.0,4.83,4.9,4.89,4.91,4.91,3.03
4246,30293831,1.0,2.0,,3.0,730.0,4.77,4.89,4.87,4.94,4.67,1.7
4247,30298200,1.0,1.0,1.0,2.0,1125.0,4.8,4.8,4.8,5.0,4.8,0.13
4248,30309418,2.0,2.0,2.0,2.0,1125.0,4.7,4.78,4.75,4.7,4.8,1.32
4249,30315284,1.0,1.0,1.0,,40.0,4.7,4.78,4.75,4.7,4.8,1.32
4250,30315998,1.0,1.0,1.0,2.0,1125.0,4.86,4.9,4.83,4.91,4.92,1.58
4251,30247645,1.5,1.0,1.0,2.0,1125.0,4.93,4.95,4.88,4.97,4.97,1.99
4252,30249163,1.5,1.0,1.0,,1125.0,4.93,4.95,4.88,4.97,4.97,1.99
4253,30250909,1.0,1.0,1.0,1.0,365.0,4.82,4.82,4.88,4.94,4.76,0.5
4254,30253095,1.0,1.0,1.0,1.0,1125.0,4.78,4.81,4.81,4.89,5.0,0.51
4255,30256707,1.0,2.0,2.0,3.0,1125.0,5.0,5.0,5.0,5.0,5.0,0.04
4256,30257679,1.0,2.0,2.0,1.1,1125.0,4.94,4.96,4.86,4.97,4.97,2.41
4257,30319512,1.0,1.0,2.0,3.0,180.0,5.0,4.91,4.73,5.0,5.0,0.15
4258,30320875,1.0,2.0,2.0,2.0,1125.0,4.57,4.7,4.56,4.89,4.86,1.8
4259,30322024,1.0,2.0,2.0,,1125.0,4.57,4.7,4.56,4.89,4.86,1.8
4260,30322631,1.0,1.0,1.0,1.9,1125.0,4.68,4.73,4.73,4.64,4.82,0.3
4261,30324168,2.0,2.0,3.0,2.0,1125.0,4.94,4.93,4.95,4.9,4.84,1.69
4262,30325277,2.5,2.0,,5.0,1125.0,4.73,4.82,4.97,4.79,4.79,0.45
4263,30338437,1.0,1.0,2.0,5.0,8.0,5.0,4.89,5.0,5.0,5.0,0.31
4264,30341250,1.0,0.0,2.0,1.0,2.0,5.0,4.89,5.0,5.0,5.0,0.31
4265,30344486,1.0,0.0,2.0,1.0,1125.0,4.85,4.85,4.8,4.95,4.9,0.28
4266,30349415,1.0,0.0,2.0,1.0,1125.0,4.85,4.85,4.8,4.95,4.9,0.28
4267,30353303,1.0,1.0,1.0,3.0,1125.0,4.45,4.73,4.79,4.84,4.94,0.86
4268,30264339,1.5,1.0,0.0,1.5,1125.0,4.92,4.96,4.98,4.95,4.96,2.4
4269,30265702,1.0,1.0,3.0,3.0,1125.0,4.43,,4.57,5.0,5.0,0.18
4270,30267468,1.0,1.0,1.0,2.0,365.0,5.0,4.86,5.0,5.0,5.0,0.64
4271,30269685,1.0,1.0,1.0,2.0,1125.0,4.97,4.97,4.92,5.0,4.92,0.51
4272,30270078,1.0,1.0,0.0,1.0,1125.0,4.61,4.65,4.52,4.78,4.83,0.31
4273,30744835,1.0,1.0,2.0,1.0,1125.0,4.57,4.77,4.63,4.68,4.94,2.73
4274,30745022,1.0,1.0,1.0,1.0,1125.0,4.5,4.72,4.54,4.69,4.96,2.29
4275,30753111,1.0,1.0,1.0,2.0,1125.0,4.94,4.95,4.92,4.95,4.96,3.69
4276,30761663,1.0,1.0,1.0,,1125.0,4.33,5.0,,5.0,5.0,0.08
4277,30354048,3.5,3.0,,2.0,1125.0,4.86,4.88,4.8,4.96,4.94,2.37
4278,30376994,0.0,1.0,1.0,1.0,1125.0,4.74,4.78,4.69,4.88,4.98,1.8
4279,30378397,0.5,1.0,1.0,,200.0,4.78,4.83,5.0,4.96,5.0,0.32
4280,30393815,1.0,1.0,1.0,2.0,99.0,4.77,4.77,4.86,4.81,4.67,0.6
4281,30401904,1.0,1.0,1.0,2.0,1125.0,4.9,5.0,4.95,4.9,4.8,0.65
4282,30402355,1.0,1.0,1.0,1.0,1125.0,4.77,4.83,4.8,4.8,4.93,0.41
4283,30405048,1.0,1.0,1.0,,1125.0,4.8,4.85,4.65,4.75,4.9,0.27
4284,30407265,1.0,1.0,1.0,5.0,90.0,4.73,4.91,4.91,4.73,5.0,0.15
4285,30426124,1.0,1.0,1.0,1.0,1125.0,4.85,4.9,4.8,4.75,4.65,0.28
